source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
D e e p z o n e,,2019-11-27 23:57:54,Chẳng dám mở lời trước..,"2,6K","2,3K",35,59,3,229,2,286 bình luậ,1306207909551361,/story.php?story_fbid=1306207909551361&id=568598046645688,Lưu
D e e p z o n e,,2019-11-27 23:48:56,"Anh mua cho em cái đầm, em sẽ mua lại cho anh cái áo. Anh mua vé xem phim, em sẽ mua bắp nước. Anh dắt em đi du lịch, em sẽ lo tiền ăn uống.  Anh mua cho em cái vòng, em lập tức mua trả lại anh chiếc nhẫn. Anh cho em tiền, em sẽ để dành tiền ở đấy cho anh khi cần. Anh không có nghĩa vụ phải lo mọi thứ trên đời này như thế, em có thể gánh vác được thì em vẫn sẽ gánh vác cùng anh.","1,6K","1,4K",18,106,2,51,,111 bình luậ,1306198902885595,/story.php?story_fbid=1306198902885595&id=568598046645688,Lưu
D e e p z o n e,,2019-11-27 22:37:52,Anh đã có thứ anh mơ nhưng không có em trong tay..,941,806,5,58,,72,,63 bình luậ,1306128606225958,/story.php?story_fbid=1306128606225958&id=568598046645688,Lưu
D e e p z o n e,,2019-11-27 19:36:45,"Mỗi người đều có định nghĩa hạnh phúc của riêng mình, dù lớn lao hay nhỏ bé, quan trọng nhất là biết rõ bạn cần gì, để rồi nỗ lực hết mình để mưu cầu hạnh phúc..!","3,4K","3,1K",16,159,1,97,,219 bình luậ,1305956702909815,/story.php?story_fbid=1305956702909815&id=568598046645688,Lưu
D e e p z o n e,,2019-11-26 23:05:09,"Có một số người, họ cố tình bước đến cuộc đời mình, cố tình ở lại thật lâu, cố tình lấp đầy tình yêu tạo cho mình những thói quen, và sau cùng chính họ là người cố tình rời bỏ mình mà đi, để mình ở lại với hàng đống sự tổn thương chất chồng tưởng chừng như chẳng thể nào lành lại. Và cũng có một số người, ko biết vô tình hay cố tình, họ bước đến cuộc sống của mình một cách bất ngờ. Ko ồn ào, ko vồn vã, ko vội vàng, mặc dù họ chỉ ở lại cuộc sống của mình vỏn vẹn 1, 2 ngày, nhưng ít ra mình cảm nhận được ở họ sự yên bình, ko dối lừa, họ lắng nghe những gì mình nói và luôn tôn trọng cảm xúc của mình. Dù cho có rời đi thì những gì họ để lại cũng đủ khiến mình bật cười khi nhớ đến!",5K,"4,4K",38,183,1,302,2,305 bình luậ,1305166566322162,/story.php?story_fbid=1305166566322162&id=568598046645688,Lưu
D e e p z o n e,,2019-11-26 22:12:23,Chỉ ước có người yêu thế này thôi :)))),"3,8K","2,2K","1,4K",97,2,27,,161 bình luậ,1305124419659710,/story.php?story_fbid=1305124419659710&id=568598046645688,Lưu
D e e p z o n e,,2019-11-26 19:29:38,"Chúng ta đều hối tiếc về chuyện cũ, nhưng bạn không thể nối tất cả những sự kiện xảy ra trong đời khi nhìn về phía trước, bạn chỉ có thể nối chúng lại, và chiêm nghiệm chúng khi nhìn lại mà thôi.  Vì vậy, những gì bạn làm hôm nay, hãy cho nó niềm tin, rằng cuối cùng thì việc gì cũng có đích đến của nó","3,5K","3,3K",17,124,,102,,117 bình luậ,1304995276339291,/story.php?story_fbid=1304995276339291&id=568598046645688,Lưu
D e e p z o n e,,2019-11-26 17:30:27,"Giờ anh ở nơi nào, mình em ngồi đây buồn. Giờ anh ở đâu, sao anh không quay về?","4,3K","3,8K",14,152,,289,,99 bình luậ,1304839776354841,/story.php?story_fbid=1304839776354841&id=568598046645688,Lưu
D e e p z o n e,,2019-11-25 23:16:14,"Anh vẫn nuôi hi vọng bấy lâu, mong rằng em sẽ cùng anh đi qua nỗi buồn, cùng anh sống vui vẻ trong những ngày còn lại. Rồi bỗng vụt tắt, hi vọng tan mất, em đã xa nơi anh, nơi mà anh luôn mong em ở đây mãi mãi. Và rồi anh lại nuôi hi vọng cho một cuộc yêu khác, để kiếm tìm một ai đó có thể bên anh. #ĐQueen","5,6K",5K,66,163,,341,,391 bình luậ,1304225719749580,/story.php?story_fbid=1304225719749580&id=568598046645688,Lưu
D e e p z o n e,,2019-11-25 22:55:22,Ai yêu nhiều hơn người đó thiệt..,"4,9K","4,4K",51,134,3,341,,321 bình luậ,1304201439752008,/story.php?story_fbid=1304201439752008&id=568598046645688,Lưu
