source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
Thôn Nữ,,2019-11-27 22:00:27,Đầy sức sáng tao :D #thonnu Cre in pic,"2,6K","1,5K","1,1K",9,5,4,,118 bình luậ,439583126718816,/story.php?story_fbid=439583126718816&id=114790399198092,Lưu
Thôn Nữ,,2019-11-27 20:30:32,KHI CUỘC SỐNG CÓ QUÁ NHIỀU ĐỨA HÃM Ghét nhất bị ép bia rượu Rõ ràng uống được 5 ly mà cứ bắt người ta uống 3 ly Để yên khắc tự uống nhá :v #thonnu,634,499,118,16,1,,,12 bình luậ,439951670015295,/story.php?story_fbid=439951670015295&id=114790399198092,Lưu
Thôn Nữ,,2019-11-27 19:48:43,"[Trù Nam Vương Nhất Đao] ""Sườn hầm khoai tây"" #thonnu #nhatkyamthuc",661,612,9,40,,,,47 bình luậ,442261306450998,/story.php?story_fbid=442261306450998&id=114790399198092,Lưu
Thôn Nữ,,2019-11-27 18:00:51,Bụng to là có lí do cả =)) #thonnu,10K,"5,9K",4K,18,17,426,4,731 bình luậ,439574003386395,/story.php?story_fbid=439574003386395&id=114790399198092,Lưu
Thôn Nữ,,2019-11-27 11:30:47,"[Lâm Muội Muội] ""Cá nướng"" Bữa này Nữ Hiệp hành tẩu giang hồ nên không có thịt rồi :v #thonnu #nhatkyamthuc",577,522,35,17,2,,1,26 bình luậ,441841689826293,/story.php?story_fbid=441841689826293&id=114790399198092,Lưu
Thôn Nữ,,2019-11-27 09:30:58,Vòng tròn không hồi kết :v #thonnu,"9,3K","6,6K","2,4K",41,9,283,1,848 bình luậ,439570143386781,/story.php?story_fbid=439570143386781&id=114790399198092,Lưu
Thôn Nữ,,2019-11-27 08:30:40,Mùi tiền đó 🙃🙃🙃 #thonnu Cre in pic,"7,5K","5,2K","2,2K",51,10,23,,247 bình luậ,439569643386831,/story.php?story_fbid=439569643386831&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 22:00:12,Đừng nghe những gì con gái noái~~~ #thonnu Cre in pic,"4,5K","3,4K",894,17,6,122,,757 bình luậ,439570996720029,/story.php?story_fbid=439570996720029&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 20:30:52,GÁI RƯỢU CỦA BA Bé tí mà lanh thế không biết 😂😂😂 #thonnu,13K,"8,2K","4,6K",914,12,3,,662 bình luậ,439586590051803,/story.php?story_fbid=439586590051803&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 19:00:31,"[Hạ Trù] ""thịt dê"" #thonnu #nhatkyamthuc","1,6K","1,5K",22,62,3,,,30 bình luậ,439598516717277,/story.php?story_fbid=439598516717277&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 18:00:05,Tút tát lại nhan sắc đón tết nào chị em 😂😂😂 #thonnu,10K,7K,"2,9K",40,48,176,2,2.991 bình luậ,439575500052912,/story.php?story_fbid=439575500052912&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 16:00:44,Đã nghèo còn eo 😭😭😭 #thonnu Cre in pic,"2,8K","1,9K",724,10,4,118,,119 bình luậ,439567720053690,/story.php?story_fbid=439567720053690&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 11:30:46,"[Miêu Muội] ""Bưởi"" Lần đầu thấy món cùi bưởi xào luôn :D #thonnu #nhatkyamthuc","3,2K",3K,64,95,15,1,1,42 bình luậ,439599216717207,/story.php?story_fbid=439599216717207&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 09:30:06,CƯỜI VUI MỖI NGÀY #thonnu #nhatkyamthuc,"3,7K","2,4K","1,1K",54,4,5,,92 bình luậ,439951060015356,/story.php?story_fbid=439951060015356&id=114790399198092,Lưu
Thôn Nữ,,2019-11-26 08:30:56,Đúng quá còn gì :D #thonnu,8K,"6,5K","1,3K",72,9,74,,386 bình luậ,439568480053614,/story.php?story_fbid=439568480053614&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 22:00:33,Trống rỗng~~ #thonnu Cre in pic,"2,5K","1,9K",526,19,3,44,,115 bình luậ,439572286719900,/story.php?story_fbid=439572286719900&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 20:30:57,LÃO CÔNG NHÀ NGƯỜI TA Chiều vợ hết nấc luôn. Không những đẹp zai mà còn biết hùa theo mấy trò con bò của vợ nữa luôn 🤣🤣🤣 #thonnu,2K,"1,4K",570,74,2,4,,35 bình luậ,439586096718519,/story.php?story_fbid=439586096718519&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 19:00:23,"[Lâm Muội Muội] ""Phao câu gà"" Nhìn cái mỏ bả ăn thôi cũng chết thèm rồi 🤤🤤🤤 #thonnu #nhatkyamthuc","1,8K","1,6K",111,28,4,3,,58 bình luậ,439592830051179,/story.php?story_fbid=439592830051179&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 18:00:20,"Mại dô nào, vì một cái tết ấm no :v #thonnu Cre in pic","7,5K","5,2K","2,2K",55,8,21,,630 bình luậ,439564720053990,/story.php?story_fbid=439564720053990&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 11:30:28,"[Thôn nữ Thiên An] ""Trâu xào rau muống "" #thonnu #nhatkyamthuc",973,927,16,26,2,1,1,25 bình luậ,439591886717940,/story.php?story_fbid=439591886717940&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 09:30:00,"Nhà tôi thì ""chuyển khoản xin ít tiền đê"" 😑😑😑 #thonnu cre in pic","3,4K","2,1K","1,2K",8,5,57,,436 bình luậ,439571573386638,/story.php?story_fbid=439571573386638&id=114790399198092,Lưu
Thôn Nữ,,2019-11-25 08:30:58,Chào đầu tuần!! #thonnu Cre in pic,"3,3K","2,6K",680,20,2,83,3,127 bình luậ,439576973386098,/story.php?story_fbid=439576973386098&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 22:00:04,Đếch ngủ được 🤤🤤🤤 #thonnu,"4,2K","3,6K",292,243,34,56,10,349 bình luậ,439566133387182,/story.php?story_fbid=439566133387182&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 20:30:38,THẰNG CON TRỜI ĐÁNH Giờ có cả thằng em với bố hùa theo nữa thì nhà không mấy mà loạn thôi 🤣🤣🤣 #thonnu,813,593,213,3,,4,,18 bình luậ,439585483385247,/story.php?story_fbid=439585483385247&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 19:00:38,"[Nhị Mễ] ""Hạt sồi"" Làm được bột hạt sồi này công phu quá #thonnu #Nhatkyamthuc","5,2K",5K,64,216,12,2,,51 bình luậ,439588283384967,/story.php?story_fbid=439588283384967&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 18:00:54,Đây là biểu hiện của sự ăn ý trong si nghí :v #thonnu Cre in pic,"7,9K","5,8K",2K,59,8,7,1,996 bình luậ,439567190053743,/story.php?story_fbid=439567190053743&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 11:30:16,"[Nhật thực ký] ""Lẩu Sukiyaki"" Một phong cách thật Nhựt Bổn Lạnh lạnh mà xì xụp cũng ngon đấy #thonnu #nhatkyamthuc","1,2K","1,1K",37,113,2,,,111 bình luậ,439597900050672,/story.php?story_fbid=439597900050672&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 09:30:37,"Sơ sơ mới có 7 bước, mà ngay bước 1 đã thấy gian nan rồi :v #thonnu Cre: st","7,2K","5,2K","1,8K",29,14,130,2,945 bình luậ,439561530054309,/story.php?story_fbid=439561530054309&id=114790399198092,Lưu
Thôn Nữ,,2019-11-24 08:30:22,Ủn mông dậy đi nào :D #thonnu,"1,9K","1,2K",624,14,5,5,,97 bình luậ,439580560052406,/story.php?story_fbid=439580560052406&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 21:30:10,"Kể xem xem nó ""hiền"" như nào nào :D #thonnu","7,9K","7,1K",729,109,5,27,1,1.882 bình luậ,439116306765498,/story.php?story_fbid=439116306765498&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 20:30:05,LỚP HỌC VẼ CÓ GÌ VUI Riết rồi không biết đâu là thật đâu là giả nữa :v #thonnu,40K,24K,15K,419,48,85,7,237 bình luậ,439114453432350,/story.php?story_fbid=439114453432350&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 19:00:35,"[Đông li] ""Gà hầm"" #thonnu #nhatkyamthuc","1,6K","1,5K",31,82,1,,1,34 bình luậ,439115140098948,/story.php?story_fbid=439115140098948&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 18:00:03,Ở đâu bán ib giá cả để tui mua cả lố dùng dần nào :v #thonnu Cre: st,10K,"8,2K",2K,60,19,252,1,1.213 bình luậ,439115720098890,/story.php?story_fbid=439115720098890&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 11:30:19,"[Lão Tiên] ""Khâu nhục"" #thonnu #nhatkyamthuc","3,2K",3K,82,104,11,5,,85 bình luậ,438748210135641,/story.php?story_fbid=438748210135641&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 09:30:28,"Món sở trường của em là món luộc nha, còn lại tạm thời liệt vào danh mục sở đoản đi :v #thonnu Cre in pic","4,5K","3,3K","1,1K",51,8,15,,401 bình luậ,438746983469097,/story.php?story_fbid=438746983469097&id=114790399198092,Lưu
Thôn Nữ,,2019-11-23 08:30:38,"Sáng cũng định nghỉ đấy, nhưng con tim mình hông cho phép :v #thonnu Cre in pic",12K,"9,1K",3K,35,10,138,1,1.265 bình luậ,438745466802582,/story.php?story_fbid=438745466802582&id=114790399198092,Lưu
Thôn Nữ,,2019-11-22 22:30:25,Tự nhiên thấy nhột nhột nha 😆😆 #thonnu,20K,15K,"4,4K",105,26,446,6,1.965 bình luậ,437231470287315,/story.php?story_fbid=437231470287315&id=114790399198092,Lưu
Thôn Nữ,,2019-11-22 20:30:32,VIỆN NGƯỜI ĐIÊN Muốn nói chuyện thì tìm người cùng đẳng cấp với anh nhé :v #thonnu,53K,30K,22K,327,55,322,7,1.039 bình luậ,438329790177483,/story.php?story_fbid=438329790177483&id=114790399198092,Lưu
