source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
Cách Sống,,2019-11-27 21:30:00,"Lúc em gọi về cho bố thông báo mình sắp ly hôn, bố em thở hắt: Thôi con ạ. Sai thì sửa, con cứ về đây, bố con mình có rau ăn rau có cháo ăn cháo. Bố không ngại điều tiếng gì đâu.",8,6,,1,,1,,Bình luậ,3064406573575730,/story.php?story_fbid=3064406573575730&id=1200565363293203,Lưu
"Cách Sống,Nhân Duyên",Nhân Duyên,2019-11-27 21:00:01,8 biểu hiện của người đàn ông KHÔNG CÒN YÊU VỢ NỮA. Chị em phải đặc biệt chú ý!8 biểu hiện của người đàn ông KHÔNG CÒN YÊU VỢ NỮA.  Chị em phải đặc biệt chú ý!,16,13,,2,,1,,5 bình luậ,3067910506558670,/story.php?story_fbid=3067910506558670&id=1200565363293203,Lưu
Cách Sống,,2019-11-27 20:30:00,"Đúng là chẳng ai học được chữ NGỜ, có mấy ai nghĩ đến trường hợp qua đời do rơi điện thoại xuống nước đâu chứ.",20,19,,1,,,,7 bình luậ,3064405400242514,/story.php?story_fbid=3064405400242514&id=1200565363293203,Lưu
Cách Sống,,2019-11-27 19:30:36,Thấm thía,54,51,1,2,,,,1 bình luậ,471335503493877,/story.php?story_fbid=471335503493877&id=1200565363293203,Lưu
"Cách Sống,Yêu Quê Hương",Yêu Quê Hương,2019-11-27 16:30:00,"Mình giàu 1 thì có kẻ khác giàu 10, đừng vì đồng tiền mà khinh bỉ hay làm khó nhau. Bài học nhớ đời nhé!Mình giàu 1 thì có kẻ khác giàu 10, đừng vì đồng tiền mà khinh bỉ hay làm khó nhau. Bài học nhớ đời nhé!",10,9,,1,,,,Bình luậ,3067890443227343,/story.php?story_fbid=3067890443227343&id=1200565363293203,Lưu
"Cách Sống,Tử Vi Hàng Ngày",Tử Vi Hàng Ngày,2019-11-27 15:30:00,Ghen tị quá đi mất !!!Ghen tị quá đi mất !!!,50,43,3,2,1,1,,10 bình luậ,3067871113229276,/story.php?story_fbid=3067871113229276&id=1200565363293203,Lưu
Cách Sống,,2019-11-27 13:40:33,Đúng vậy,130,125,,3,1,1,,2 bình luậ,2634933716730575,/story.php?story_fbid=2634933716730575&id=1200565363293203,Lưu
"Cách Sống,Mỗi Ngày Một Niềm Vui",Mỗi Ngày Một Niềm Vui,2019-11-27 13:00:00,Cảnh báo thận bị bào mòn do 4 thói quen uống nước sauCảnh báo thận bị bào mòn do 4 thói quen uống nước sau,30,30,,,,,,Bình luậ,3067853383231049,/story.php?story_fbid=3067853383231049&id=1200565363293203,Lưu
Cách Sống,,2019-11-27 12:30:00,"Khổ nhất hôm em đau bụng chuyển dạ, thấy con dâu nhăn nhó bà không một lời hỏi han. Con dâu nhập viện đẻ, bà vẫn nằm nhà xem ti vi",15,13,,2,,,,Bình luậ,3064403346909386,/story.php?story_fbid=3064403346909386&id=1200565363293203,Lưu
Cách Sống,,2019-11-27 12:00:00,"Anh ấy bảo với tôi: Chả biết đến bao giờ em mới khỏi, anh stress và căng thẳng lắm không thể chịu nổi nữa đâu. Mình giải thoát cho nhau đi. Tôi không muốn sống với người vợ què cả đời.",6,6,,,,,,2 bình luậ,3064402186909502,/story.php?story_fbid=3064402186909502&id=1200565363293203,Lưu
