source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
"Quang Đăng,Quang Đăng,Quang Đăng,Quang Đăng",,2019-11-27 21:00:44,"Tạm gác đi nụ cười tỏa nắng Hôm nay Mr. Cool Ngầu đã quay trở lại rồi đây 😎😎 #QuangDang #dancer |admin|Tạm gác đi nụ cười tỏa nắng Hôm nay Mr. Cool Ngầu đã quay trở lại rồi đây 😎😎 #QuangDang #dancer |admin|Từ ngày 27/11 - 04/12, chương trình tương tác kết hợp hip-hop với công nghệ kỹ thuật số “Vũ điệu những chiến binh trong thành phố” ở Bảo tàng Mỹ thuật TPHCM sẽ chính thức được diễn ra 🤗🤗 Event rất hay và khá mới lạ ở Việt Nam, dành cho mọi đối tượng và mọi lứa tuổi. Mời cả nhà hãy cùng tham gia cùng với Đăng nha, hi vọng rằng Đăng có thể hoàn thành chuyến công tác tại nước ngoài thật sớm để hội ngộ với mọi người 😉 #VuDieuNhungChienBinhTrongThanhPho |admin|Chuẩn Hàn chưa cả nhà hen? 😁😁 #QuangDang #dancer |admin|",,,,,,,,30 bình luậ,2714839425242555,/story.php?story_fbid=2714839425242555&id=461074610619059,
"Quang Đăng,Quang Đăng,Quang Đăng,Quang Đăng",,2019-11-26 20:42:35,"Từ ngày 27/11 - 04/12, chương trình tương tác kết hợp hip-hop với công nghệ kỹ thuật số “Vũ điệu những chiến binh trong thành phố” ở Bảo tàng Mỹ thuật TPHCM sẽ chính thức được diễn ra 🤗🤗 Event rất hay và khá mới lạ ở Việt Nam, dành cho mọi đối tượng và mọi lứa tuổi. Mời cả nhà hãy cùng tham gia cùng với Đăng nha, hi vọng rằng Đăng có thể hoàn thành chuyến công tác tại nước ngoài thật sớm để hội ngộ với mọi người 😉 #VuDieuNhungChienBinhTrongThanhPho |admin|Tạm gác đi nụ cười tỏa nắng Hôm nay Mr. Cool Ngầu đã quay trở lại rồi đây 😎😎 #QuangDang #dancer |admin|Từ ngày 27/11 - 04/12, chương trình tương tác kết hợp hip-hop với công nghệ kỹ thuật số “Vũ điệu những chiến binh trong thành phố” ở Bảo tàng Mỹ thuật TPHCM sẽ chính thức được diễn ra 🤗🤗 Event rất hay và khá mới lạ ở Việt Nam, dành cho mọi đối tượng và mọi lứa tuổi. Mời cả nhà hãy cùng tham gia cùng với Đăng nha, hi vọng rằng Đăng có thể hoàn thành chuyến công tác tại nước ngoài thật sớm để hội ngộ với mọi người 😉 #VuDieuNhungChienBinhTrongThanhPho |admin|Chuẩn Hàn chưa cả nhà hen? 😁😁 #QuangDang #dancer |admin|",,,,,,,,10 bình luậ,2712400918819739,/story.php?story_fbid=2712400918819739&id=461074610619059,
"Quang Đăng,Quang Đăng,Quang Đăng,Quang Đăng",,2019-11-23 21:28:07,"Chuẩn Hàn chưa cả nhà hen? 😁😁 #QuangDang #dancer |admin|Tạm gác đi nụ cười tỏa nắng Hôm nay Mr. Cool Ngầu đã quay trở lại rồi đây 😎😎 #QuangDang #dancer |admin|Từ ngày 27/11 - 04/12, chương trình tương tác kết hợp hip-hop với công nghệ kỹ thuật số “Vũ điệu những chiến binh trong thành phố” ở Bảo tàng Mỹ thuật TPHCM sẽ chính thức được diễn ra 🤗🤗 Event rất hay và khá mới lạ ở Việt Nam, dành cho mọi đối tượng và mọi lứa tuổi. Mời cả nhà hãy cùng tham gia cùng với Đăng nha, hi vọng rằng Đăng có thể hoàn thành chuyến công tác tại nước ngoài thật sớm để hội ngộ với mọi người 😉 #VuDieuNhungChienBinhTrongThanhPho |admin|Chuẩn Hàn chưa cả nhà hen? 😁😁 #QuangDang #dancer |admin|",,,,,,,,50 bình luậ,2705352362857928,/story.php?story_fbid=2705352362857928&id=461074610619059,
"Quang Đăng,Quang Đăng,Quang Đăng,Quang Đăng",,2019-11-22 11:41:04,"Cũng phải khoe behind the... wedding một chút chứ mọi người nhỉ 😁😁😁😁 #QuangDang #NhiThangWedding |admin|Tạm gác đi nụ cười tỏa nắng Hôm nay Mr. Cool Ngầu đã quay trở lại rồi đây 😎😎 #QuangDang #dancer |admin|Từ ngày 27/11 - 04/12, chương trình tương tác kết hợp hip-hop với công nghệ kỹ thuật số “Vũ điệu những chiến binh trong thành phố” ở Bảo tàng Mỹ thuật TPHCM sẽ chính thức được diễn ra 🤗🤗 Event rất hay và khá mới lạ ở Việt Nam, dành cho mọi đối tượng và mọi lứa tuổi. Mời cả nhà hãy cùng tham gia cùng với Đăng nha, hi vọng rằng Đăng có thể hoàn thành chuyến công tác tại nước ngoài thật sớm để hội ngộ với mọi người 😉 #VuDieuNhungChienBinhTrongThanhPho |admin|Chuẩn Hàn chưa cả nhà hen? 😁😁 #QuangDang #dancer |admin|",,,,,,,,29 bình luậ,2701911236535374,/story.php?story_fbid=2701911236535374&id=461074610619059,
"Quang Đăng,Quang Đăng,Quang Đăng,Quang Đăng",,2019-11-21 20:11:02,"Mái tóc được hỏi nhiều nhất sau 'siêu đám cưới' 😁😁😁😁 #QuangDang #dancer |admin|Tạm gác đi nụ cười tỏa nắng Hôm nay Mr. Cool Ngầu đã quay trở lại rồi đây 😎😎 #QuangDang #dancer |admin|Từ ngày 27/11 - 04/12, chương trình tương tác kết hợp hip-hop với công nghệ kỹ thuật số “Vũ điệu những chiến binh trong thành phố” ở Bảo tàng Mỹ thuật TPHCM sẽ chính thức được diễn ra 🤗🤗 Event rất hay và khá mới lạ ở Việt Nam, dành cho mọi đối tượng và mọi lứa tuổi. Mời cả nhà hãy cùng tham gia cùng với Đăng nha, hi vọng rằng Đăng có thể hoàn thành chuyến công tác tại nước ngoài thật sớm để hội ngộ với mọi người 😉 #VuDieuNhungChienBinhTrongThanhPho |admin|Chuẩn Hàn chưa cả nhà hen? 😁😁 #QuangDang #dancer |admin|",,,,,,,,54 bình luậ,2700332566693241,/story.php?story_fbid=2700332566693241&id=461074610619059,
