source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
"YAN KPOP,YAN TV",YAN TV,2019-10-12 08:45:42,"SƯƠNG SƯƠNG 27 TỶ CHỨ NHIÊU 😌Khẽ thôi cưng à, anh của các em mà 😆",52,45,3,4,,,,2 bình luậ,2186430158129521,/story.php?story_fbid=2186430158129521&id=327489810690241
"YAN KPOP,YAN TV",YAN TV,2019-10-12 09:57:18,CÒN CHỜ GÌ KHÔNG ĂN MỪNG ĐI BLINK ƠI? 😆Xuất hiện ở đâu là giành hết spotlight ở đó mà hỏi sao! 😍,63,57,,6,,,,1 bình luậ,2186427028129834,/story.php?story_fbid=2186427028129834&id=327489810690241
YAN KPOP,,2019-10-12 09:53:21,TWICE Tzuyu tham dự sự kiện khai trương thương hiệu thời trang Coach tại Gangnam vào ngày hôm qua ✨,165,131,1,33,,,,6 bình luậ,2186416021464268,/story.php?story_fbid=2186416021464268&id=327489810690241
"YAN KPOP,YAN TV",YAN TV,2019-10-12 08:37:58,"VỀ BÚP BÊ AI QUA ĐƯỢC CHỊ? 🙈ĐỐ AI LÀM LẠI LÍA, CÂN MỌI KIỂU TRANG PHỤC 😌",55,46,1,7,,,1,3 bình luậ,2186321624807041,/story.php?story_fbid=2186321624807041&id=327489810690241
"YAN KPOP,YAN News",YAN News,2019-10-12 08:31:41,"Nghe hoàng gia vậy thôi chứ không thể nào thiếu cơm cuộn nhá, chuẩn Hàn quá còn gì! 😆THỰC ĐƠN NGON NHƯ EM TRAI CÔ DÂU VẬY 😆",50,46,2,2,,,,Bình luậ,2186301664809037,/story.php?story_fbid=2186301664809037&id=327489810690241
YAN KPOP,,2019-10-12 08:20:18,BẢNG XẾP HẠNG GIÁ TRỊ THƯƠNG HIỆU BOY GROUP THÁNG 10/2019 1. BTS 2. EXO 3.SEVENTEEN 4. SHINee 5. NCT 6. Super Junior 7. ASTRO 8. AB6IX 9. NU’EST 10. HOTSHOT 11. WINNER 12. The Boyz 13. INFINITE 14. TVXQ 15. BTOB 16. 2PM 17. ONEUS 18. VERIVERY 19. MONSTA X 20. FTISLAND 21. Stray Kids 22. ATEEZ 23. VIXX 24. GOT7 25. Block B 26. SF9 27. NOIR 28. 2AM 29. Shinhwa 30. Romeo,205,180,2,22,,,1,7 bình luậ,2186283074810896,/story.php?story_fbid=2186283074810896&id=327489810690241
YAN KPOP,,2019-10-12 08:15:04,Thề là Jisoo càng đơn giản lại càng đẹp 😍,101,80,1,19,,,1,Bình luậ,2186275788144958,/story.php?story_fbid=2186275788144958&id=327489810690241
YAN KPOP,,2019-10-12 07:00:57,Ôi 3 thiên thần càng lớn càng đáng yêu <3,93,83,,10,,,,2 bình luậ,2186173544821849,/story.php?story_fbid=2186173544821849&id=327489810690241
YAN KPOP,,2019-10-11 21:27:17,"[YANG HYUN SUK CẬP NHẬT HÌNH ẢNH ĐẦU TIÊN SAU 7 THÁNG ĐÓNG BĂNG HOẠT ĐỘNG TRÊN INSTAGRAM] Hình ảnh được chụp lại từ đám cưới chị gái của G-Dragon (BIGBANG). Chú thích ảnh: ""congratulation !!"" (tạm dịch: chúc mừng !!). Trong một diễn biến khác, Yang Hyun Suk đang hợp tác điều tra với phía cảnh sát. Nhiều vụ việc được làm rõ, tuy tồn tại sai phạm nhưng không đáng kể, không có chủ đích, không cấu thành tội danh. Về phía YG Entertainment, công ty đã hoàn trả khoản đầu tư cho LVMH với khoản tiền mặt 67 tỷ KRW, chấm dứt những điều tiếng thời gian qua. Vào cuối tháng 10 - đầu tháng 11, lần lượt các thành viên BIGBANG sẽ xuất ngũ, nghệ sĩ trụ cột của YG chuẩn bị trở lại với làng nhạc. © VKR - Vietnamese KPOP Reporter","1,6K","1,4K",22,150,1,1,,39 bình luậ,2185405201565350,/story.php?story_fbid=2185405201565350&id=327489810690241
"YAN KPOP,YAN News",YAN News,2019-10-11 20:55:00,"NGƯỜI NGƯỜI MẶC, NHÀ NHÀ MÊ 😆Từ Hàn sang Thái, từ Thái sang Hoa, người người mặc, nhà nhà mê 😆",71,67,,4,,,,1 bình luậ,2185365511569319,/story.php?story_fbid=2185365511569319&id=327489810690241
YAN KPOP,,2019-10-11 20:45:15,EXO Chen thắng chiếc cúp đầu tiên cho “Shall We?” trên “Music Bank” hôm nay (11/10). #ShallWe1stWin,248,223,,25,,,,1 bình luậ,2185338534905350,/story.php?story_fbid=2185338534905350&id=327489810690241
"YAN KPOP,YAN News",YAN News,2019-10-11 15:43:21,"Dành cho các fan chưa tìm được ĐAM MÊ thì vào nghe Idol Thái Vân Linh  chia sẻ nàooo 😜Thất nghiệp, muốn kinh doanh nhưng không biết bắt đầu từ đâu, Thái Linh khuyên: ""Điều này HOÀN TOÀN BÌNH THƯỜNG!"" --- Con đường dẫn đến công việc hoàn hảo là một hành trình dài và bắt đầu với việc khám phá. Cre: Thái Vân Linh",21,19,,2,,,,Bình luậ,2185048021601068,/story.php?story_fbid=2185048021601068&id=327489810690241
