source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
VTC1 Tin Tức,,2019-10-12 11:05:15,"DÂN SỐ TPHCM ĐẠT GẦN 9 TRIỆU NGƯỜI  Với kết quả Tổng điều tra dân số thì TPHCM đang có hơn 2,5 triệu hộ với dân số đạt gần mức 9 triệu người.",3,3,,,,,,1 bình luậ,1362901150554810,/story.php?story_fbid=1362901150554810&id=382614075250194
VTC1 Tin Tức,,2019-10-11 22:11:59,"NGƯỜI ĐẦU TIÊN ĐI BỘ RA NGOÀI KHÔNG GIAN, NHÀ DU HÀNH VŨ TRỤ LEONOV QUA ĐỜI  Nhà du hành vũ trụ Liên Xô trước đây, ông Alexei Leonov - người đầu tiên trên thế giới thực hiện chuyến đi bộ ra ngoài khoảng không vào năm 1965, đã qua đời ở tuổi 85 tại bệnh viện Burdenko ở thủ đô Moskva sau một thời gian dài lâm bệnh. Ông Leonov là bạn thân của Yury Gagarin, nhà du hành đầu tiên của thế giới bay vào vũ trụ năm 1961. Bốn năm sau đó, ông Leonov đã ghi dấu vào lịch sử khi rời tàu vũ trụ và bước ra ngoài không gian vũ trụ trong 12 phút 9 giây. Theo: Vietnamplus",125,103,,8,,14,,6 bình luậ,1362425980602327,/story.php?story_fbid=1362425980602327&id=382614075250194
VTC1 Tin Tức,,2019-10-11 21:59:02,Bản tin trưa ngày 12/10/2019,1,1,,,,,,Bình luậ,1362418070603118,/story.php?story_fbid=1362418070603118&id=382614075250194
VTC1 Tin Tức,,2019-10-11 20:41:49,"TRƯỚC NGUY CƠ BỊ DỠ BỎ, CÔNG TRÌNH PANORAMA TRÊN ĐÈO MÃ PÌ LÈNG PHỦ ""ÁO MỚI"" Mặc đề xuất đập bỏ 6 tầng giật cấp bám sườn đèo của Sở Xây dựng Hà Giang, những người thợ đang tích cực phủ sơn màu xanh lá lên các bức tường nhà hàng - nhà nghỉ Mã Pì Lèng Panorama (huyện Mèo Vạc, tỉnh Hà Giang). Theo đó, các bức tường của 5 trong tổng số 7 tầng nhà đã được phủ sơn xanh. Trước đây, chỉ có một tầng trên cùng của tòa nhà được sơn màu cam, các tầng còn lại được sơn màu ghi, với các ô cửa sổ rèm đỏ. Một nhân viên phục vụ của nhà hàng cho biết, khách đến Panorama vẫn tấp nập, đặt phòng đã hết đến tháng 11. Theo: Tuổi trẻ",326,251,44,5,3,4,19,102 bình luậ,1362358603942398,/story.php?story_fbid=1362358603942398&id=382614075250194
VTC1 Tin Tức,,2019-10-11 13:41:32,Bản tin tối ngày 11/10/2019,,,,,,,,Bình luậ,1362099113968347,/story.php?story_fbid=1362099113968347&id=382614075250194
VTC1 Tin Tức,,2019-10-11 19:33:42,"KHAI TRỪ KHỎI ĐẢNG 2 CỰU BỘ TRƯỞNG BỘ THÔNG TIN TRUYỀN THÔNG NGUYỄN BẮC SON VÀ TRƯƠNG MINH TUẤN Tại phiên làm việc chiều 11/10 của hội nghị Trung ương lần thứ 11 (khóa XII), Ban Chấp hành Trung ương Đảng đã xem xét, quyết định thi hành kỷ luật bằng hình thức khai trừ ra khỏi Đảng đối với ông Nguyễn Bắc Son và ông Trương Minh Tuấn.",50,40,9,1,,,,12 bình luậ,1362308667280725,/story.php?story_fbid=1362308667280725&id=382614075250194
VTC1 Tin Tức,,2019-10-11 17:17:22,"VIỆN DƯỠNG LÃO XIN MÁY BAY BỎ QUÊN Ở NỘI BÀI ĐỂ CÁC CỤ ĐƯỢC ""TRẢI NGHIỆM"" Trung tâm dưỡng lão Diên Hồng (Hà Nội) vừa có văn bản gửi tới Cục Hàng không Việt Nam đề nghị xin hoặc đổi dịch vụ lấy chiếc máy bay Boeing 727 bỏ hoang 12 năm tại sân bay Nội Bài. Trong văn bản nêu rõ thực tế nhiều người cao tuổi đang sống tại trung tâm dưỡng lão Diên Hồng luôn ao ước được một lần trải nghiệm ngồi trên máy bay, trong khi hiện tại sức khỏe không cho phép để di chuyển bằng máy báy thực sự. Chính vì vậy, trug tâm này đã gửi công văn đề nghị Cục Hàng không Việt Nam cho Trung tâm dưỡng lão Diên Hồng xin chiếc máy bay, không chỉ phục vụ cho các cụ đang sống tại trung tâm mà những người cao tuổi khác có mong muốn tương tự. Theo: VOV",455,347,79,26,2,,1,68 bình luậ,1362224427289149,/story.php?story_fbid=1362224427289149&id=382614075250194
VTC1 Tin Tức,,2019-10-11 15:30:17,"VIỆN KIỂM SÁT ĐỀ NGHỊ TĂNG MỨC ÁN VỚI CỰU CHỦ TỊCH VINASHIN Liên quan đến vụ án ""lạm dụng chức vụ quyền hạn chiếm đoạt tài sản"" xảy ra tại Tập đoàn Vinashin, ngày 11/10, TAND Cấp cao tại Hà Nội tiếp tục phiên xử phúc thẩm để xem xét kháng cáo của 3 bị cáo Trần Đức Chính (nguyên Kế toán trưởng kiêm Trưởng ban Tài chính Vinashin), Trương Văn Tuyến (nguyên Tổng giám đốc Vinashin), Phạm Thanh Sơn (nguyên Phó Tổng giám đốc Vinashin). Đồng thời xem xét kháng nghị tăng hình phạt của VKSND Hà Nội đối với bị cáo Nguyễn Ngọc Sự (nguyên Chủ tịch HĐTV Vinashin). Đại diện VKSND Hà Nội tiếp tục giữ nguyên quan điểm tăng hình phạt đối với bị cáo Nguyễn Ngọc Sự. Đối với kháng cáo của ba bị cáo Chính, Tuyến và Sơn, VKSND Hà Nội cho rằng 3 bị cáo có đơn kháng cáo xin giảm nhẹ hình phạt nhưng trong quá trình xét xử đã khai báo quanh co, số tiền bồi thường quá nhỏ so với số tiền gây thiệt hại nên đề nghị HĐXX không chấp nhận kháng cáo. Theo: VOV",67,60,3,1,3,,,17 bình luậ,1362161233962135,/story.php?story_fbid=1362161233962135&id=382614075250194
VTC1 Tin Tức,,2019-10-11 13:17:26,"NGĂN CHẶN ""CHUYẾN TÀU VÉT"" TRƯỚC ĐẠI HỘI XIII Mặc dù có nhiều quy định về nêu gương cán bộ đảng viên cấp cao, nhưng vẫn còn nhiều lỗ hổng xử lý kỷ luật khi cán bộ để xảy ra sai phạm. Quy định nêu gương của Ban Chấp hành Trung ương ra đời được đánh giá cao khi quy rõ trách nhiệm của cán bộ cấp cao nếu để xảy ra sai phạm, dù đã chuyển công tác hay đã về hưu.",38,30,5,1,1,1,,7 bình luậ,1362084273969831,/story.php?story_fbid=1362084273969831&id=382614075250194
VTC1 Tin Tức,,2019-10-11 11:40:17,"[TRỰC TIẾP] LÊN TIẾNG VỀ VĂN HÓA ỨNG XỬ VỚI DI SẢN: ĐÃ ĐẾN LÚC? Di tích lịch sử - văn hóa là vốn quý của một dân tộc. Những giá trị của di tích, di sản đó chỉ tồn tại, sống động khi nó không bị biến dạng… Thế nhưng, hiện nay, nhiều người vẫn có những hành vi ứng xử không đúng chuẩn mực, làm mất đi giá trị, nét đẹp thuần hậu ở các không gian văn hóa khu di tích, di sản của đất nước.",13,13,,,,,,1 bình luậ,1362025637309028,/story.php?story_fbid=1362025637309028&id=382614075250194
