source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
VOV Giao Thông,,2019-10-12 10:35:27,[Hà Nội] 10h30' Cách đây ít phút cầu Thanh Trì xảy ra vụ va chạm giữa xe tải và xe 4 chỗ.  Giao thông đang ùn theo hướng đi Hải Phòng.  Các bác tài lưu ý nhé!  #vovgiaothong #vovgt #vacham #cauthanhtri,126,99,,,13,14,,21 bình luậ,2706964099348042,/story.php?story_fbid=2706964099348042&id=103993189645159
VOV Giao Thông,,2019-10-12 09:32:41,"Trước tốc độ đô thị hóa nhanh, gia tăng dân số, biến đổi khí hậu, nguồn nước có nguy cơ bị ô nhiễm ngày càng cao, đòi hỏi chính quyền các đô thị nhanh chóng có giải pháp để ngăn chặn và đảm bảo cung cấp nước sạch cho người dân. #vovgiaothong #vovgt #nuocsach",19,18,,1,,,,4 bình luậ,2706881666022952,/story.php?story_fbid=2706881666022952&id=103993189645159
VOV Giao Thông,,2019-10-12 08:35:32,Người dân sống gần ngã tư ở Grange vô cùng bức xúc khi chính quyền chưa thể ngăn chặn những thanh niên liều mạng với trò chơi lái xe ô tô bay qua đường ray khi tàu sắp đến. #vovgiaothong #vovgt #thegioigiaothong,23,20,,,3,,,7 bình luậ,2706807702697015,/story.php?story_fbid=2706807702697015&id=103993189645159
VOV Giao Thông,,2019-10-10 23:08:42,Chúc mừng Đội tuyển Việt Nam giành chiến thắng 1-0 trước đội tuyển Malaysia lượt đấu thứ 2 bảng G vòng loại World Cup 2022. Mọi người ăn mừng chú ý đi đúng luật và an toàn nhé!!! #vovgiaothong #vovgt #vietnam,220,216,,4,,,,13 bình luậ,2703951592982626,/story.php?story_fbid=2703951592982626&id=103993189645159
VOV Giao Thông,,2019-10-10 13:42:42,"Người dân sinh sống trong khu vực đường sắt chạy qua tỏ ra không hài lòng khi du khách sẽ không được vào đây.  Họ cho rằng, không hề có sự nguy hiểm như thông tin báo chí hay các đơn vị chức năng đưa ra... #vovgiaothong #vovgt #vipham #cafeduongtau",20,20,,,,,,1 bình luậ,2703115363066249,/story.php?story_fbid=2703115363066249&id=103993189645159
VOV Giao Thông,,2019-10-10 13:03:51,"Sáng nay, công an quận Nam Từ Liêm (Hà Nội) vừa bắt giữ 6 ""cò vé"" cùng 54 chiếc vé trận đấu vòng loại World Cup 2022 khu vực châu Á giữa 2 đội Việt Nam – Malaysia. #vovgiaothong #vovgt #worldcup",23,17,4,,1,1,,6 bình luậ,2703071203070665,/story.php?story_fbid=2703071203070665&id=103993189645159
VOV Giao Thông,,2019-10-10 11:25:00,Không ít người dù đã tiến hành đăng kiểm rồi nhưng vẫn thắc mắc về thời hạn đăng kiểm ô tô là bao lâu và chi phí một lần đăng kiểm là bao nhiêu.  Các bác tài đã thuộc hết quy định chưa?  #vovgiaothong #vovgt #dangkiem,57,56,,1,,,,8 bình luậ,2702913986419720,/story.php?story_fbid=2702913986419720&id=103993189645159
VOV Giao Thông,,2019-10-10 10:33:50,"Hiện nay, phần lớn trẻ em được cha mẹ đưa tới trường bằng xe cá nhân, cùng với đó, các em còn thiếu kiến thức, kỹ năng khi tham gia giao thông dẫn đến nguy cơ xảy ra tai nạn đáng tiếc. #vovgiaothong #vovgt #giaothongcongcong",17,17,,,,,,1 bình luậ,2702901696420949,/story.php?story_fbid=2702901696420949&id=103993189645159
VOV Giao Thông,,2019-10-10 09:10:05,"Cà phê đường tàu. Từ 8h sáng nay ngày 10/10/2019, lực lượng chức năng đã tiến hành đặt barie tại lối vào đường tàu trên phố Phùng Hưng Quận Hoàn Kiếm, cấm tất cả du khách vào khu vực này uống cafe chụp ảnh. Rất nhiều du khách khi đến đây đã bất ngờ khi không được vào. Chỉ người dân sinh sống tại khu vực này mới được đi qua. #vovgiaothong #vovgt #cafeduongtau #vipham",258,235,11,9,1,2,,62 bình luậ,2702795246431594,/story.php?story_fbid=2702795246431594&id=103993189645159
VOV Giao Thông,,2019-10-10 08:46:34,"Tòa nhà Panorama tại đèo Mã Pí Lèng không phải công trình đầu tiên bị lên án vì phá hỏng cảnh quan danh lam thắng cảnh.  Tuy nhiên, cũng giống như các trường hợp trước, không có bất cứ cơ quan chức năng nào phải chịu trách nhiệm và trả giá khi để các công trình này xuất hiện, ngoài chủ đầu tư, bị nộp phạt, hoặc dỡ bỏ, khi dư luận phản ứng mạnh mẽ. #vovgiaothong #vovgt #xamphamdisan",41,38,2,,,,1,5 bình luậ,2702765736434545,/story.php?story_fbid=2702765736434545&id=103993189645159
