source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
Góc Gia Đình,,2019-11-19 09:53:32,Đúng không nhỉ ?,2,1,1,,,,,Bình luậ,2453586664900704,/story.php?story_fbid=2453586664900704&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-08 12:50:06,"Sắp cưới rồi mà, đau lòng quá :'(",3,3,,,,,,Bình luậ,2443389395920431,/story.php?story_fbid=2443389395920431&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-07 20:39:38,Trêu gái giữa đường không bị đấm thì sẽ có vợ hoa khôi như anh này nha 😂,2,2,,,,,,Bình luậ,2442784795980891,/story.php?story_fbid=2442784795980891&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-07 19:37:27,Bà Tân lại dính phốt :O,2,2,,,,,,1 bình luậ,2442730845986286,/story.php?story_fbid=2442730845986286&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-07 08:31:37,"Bà nội đã khai giết cháu rồi, ác quá",3,3,,,,,,Bình luậ,2442330236026347,/story.php?story_fbid=2442330236026347&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-06 19:54:49,Sao mà xót xa đến vậy :'(,2,2,,,,,,Bình luậ,2441836809409023,/story.php?story_fbid=2441836809409023&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-06 11:56:26,"Tuyệt vời quá, những hình ảnh đáng được chia sẻ rộng rãi <3",2,1,,1,,,,Bình luậ,2441548229437881,/story.php?story_fbid=2441548229437881&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-06 08:54:59,"Khổ thân 2 vợ chồng quá, không dám nhìn luôn :'(",2,2,,,,,,Bình luậ,2441447699447934,/story.php?story_fbid=2441447699447934&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-05 14:58:36,Tâm thư tự nguyện trao thân cho thầy giáo 55 tuổi :O,2,2,,,,,,Bình luậ,2440751492850888,/story.php?story_fbid=2440751492850888&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-05 10:55:29,Tài năng có hạn mà thủ đoạn vô biên :O,2,2,,,,,,Bình luậ,2440620552863982,/story.php?story_fbid=2440620552863982&id=1564595457133167,Lưu
Góc Gia Đình,,2019-11-04 21:09:14,Đúng là quá cao tay (y),4,3,1,,,,,1 bình luậ,2440122832913754,/story.php?story_fbid=2440122832913754&id=1564595457133167,Lưu
