source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
TVAd,,2019-11-27 15:13:16,"Sự thật đã được sáng tỏ. Mời quý vị đón xem phim Bí mật cây cầu cũ, phát sóng lúc 13h45 từ thứ 2 đến thứ 6 hàng tuần trên kênh VTV3.",5,4,,1,,,,Bình luậ,2556234337987921,/story.php?story_fbid=2556234337987921&id=1383411671936866,Lưu
TVAd,,2019-11-27 13:53:17,"Cái chết của So Hye. ""Thần tượng mất tích"" - 22h40 thứ 2 - 5 hàng tuần trên VTV3",8,8,,,,,,Bình luậ,2556183547993000,/story.php?story_fbid=2556183547993000&id=1383411671936866,Lưu
TVAd,,2019-11-27 13:21:00,Sống chung với mẹ chồng - Em đã quan tâm cái gì sai nào  Phát sóng 9h từ thứ 2 đến thứ 6 hàng tuần trên kênh VTV3,87,85,,2,,,,Bình luậ,2555290871415601,/story.php?story_fbid=2555290871415601&id=1383411671936866,Lưu
TVAd,,2019-11-27 12:30:00,Những hình ảnh đặc sắc tập 73 bộ phim NHỮNG QUÝ BÀ NỔI LOẠN. Phát sóng vào 11h20 thứ 2 - 6 hàng tuần trên VTV3. #NhungQuyBaNoiLoan #11h20VTV3,8,8,,,,,,Bình luậ,2554076494870372,/story.php?story_fbid=2554076494870372&id=1383411671936866,Lưu
TVAd,,2019-11-27 11:17:41,Chị em nhà em xanh đỏ tím vàng mà đã vào là tan bàn nhậu Phim Sinh tử ps 21h00 trên kênh VTV1 thứ 2 đến thứ 6 hàng tuần https://youtu.be/skCMb4eH7uE,263,248,13,3,,,,2 bình luậ,2556077438003611,/story.php?story_fbid=2556077438003611&id=1383411671936866,Lưu
TVAd,,2019-11-27 11:00:00,"Học võ là để làm gì? Đón xem bộ phim ""VŨ ĐỘNG CÀN KHÔN” ps 12h00 từ thứ  2 đến thứ 6 hàng tuần trên kênh VTV3 #VuDongCanKhon #12hVTV3",10,9,,1,,,,Bình luậ,2553924888218866,/story.php?story_fbid=2553924888218866&id=1383411671936866,Lưu
TVAd,,2019-11-27 08:37:00,"Em phải suy nghĩ lại về con người anh rồi, chúng ta tạm chia tay đi  Bộ phim “Sự trở về của Bok Dan-Ji”  phát sóng lúc 18h hàng ngày trên kênh VTV3  #Bokdanji #18hVTV3",18,14,,4,,,,Bình luậ,2555262628085092,/story.php?story_fbid=2555262628085092&id=1383411671936866,Lưu
TVAd,,2019-11-27 08:34:00,Đang mơ giấc mơ đẹp thì lại bị tỉnh giấc Bộ phim “Cô gái mạnh mẽ”  phát sóng lúc 17h20 hàng ngày trên kênh VTV3  #Côgaimạnhmẽ #17h20VTV3,10,7,,3,,,,Bình luậ,2555260851418603,/story.php?story_fbid=2555260851418603&id=1383411671936866,Lưu
TVAd,,2019-11-27 08:15:01,"Đã bao lâu rồi chúng ta chưa gặp lại những người bạn năm ấy học cùng? Phim “Tiệm ăn dì ghẻ”, phát sóng lúc 21h30 thứ 2, thứ 3 trên kênh VTV3 #Tiemandighe #21h30VTV3 https://youtu.be/Rq6_Ro5HpG8",74,73,,1,,,,Bình luậ,2554184114859610,/story.php?story_fbid=2554184114859610&id=1383411671936866,Lưu
TVAd,,2019-11-27 08:00:00,"Giọt nước mắt của Tố Trinh dành cho Cảnh Tùng. Phim Tân bạch nương tử truyền kỳ, phát sóng 20h hàng ngày trên VTV2.",10,10,,,,,,Bình luậ,2555187871425901,/story.php?story_fbid=2555187871425901&id=1383411671936866,Lưu
TVAd,,2019-11-27 06:00:00,"Những hình ảnh đặc sắc phim Hoa hồng trên ngực trái tập 33. Phát sóng 21h40 thứ 4, thứ 5 hàng tuần trên VTV3. #hoahongtrennguctrai #vtv3 https://www.youtube.com/watch?v=huUXjF6EHnc&feature=youtu.be",6K,"5,7K",133,139,6,3,5,189 bình luậ,2555288314749190,/story.php?story_fbid=2555288314749190&id=1383411671936866,Lưu
TVAd,,2019-11-26 20:30:01,"XIN CHÀO HẠNH PHÚC tập 388 – “Phụ huynh tuổi 18"" phần 1  Đón xem 20h thứ 2 đến thứ 5 hàng tuần trên kênh VTV3 https://www.youtube.com/watch?v=pax0E-B6QOs&feature=youtu.be #XinChaoHanhPhuc #20hVTV3",33,31,,,1,1,,Bình luậ,2554998804778141,/story.php?story_fbid=2554998804778141&id=1383411671936866,Lưu
TVAd,,2019-11-26 17:21:22,Sống chung với mẹ chồng - Anh là anh chỉ chịu thua chồng em thôi nhé Phát sóng 9h từ thứ 2 đến thứ 6 hàng tuần trên kênh VTV3,167,159,7,1,,,,Bình luậ,2555290104749011,/story.php?story_fbid=2555290104749011&id=1383411671936866,Lưu
TVAd,,2019-11-26 14:42:47,"Bây giờ là lúc Martin hành động để đòi lại công bằng cho người anh yêu. Mời quý vị đón xem phim Bí mật cây cầu cũ, phát sóng lúc 13h45 từ thứ 2 đến thứ 6 hàng tuần trên kênh VTV3.",14,13,,1,,,,Bình luậ,2555193271425361,/story.php?story_fbid=2555193271425361&id=1383411671936866,Lưu
TVAd,,2019-11-26 14:29:44,"Tố Trinh lên trời tìm tiên thảo cứu Hứa Tiên. Phim Tân bạch nương tử truyền kỳ, phát sóng 20h hàng ngày trên VTV2.",16,14,,2,,,,Bình luậ,2555186374759384,/story.php?story_fbid=2555186374759384&id=1383411671936866,Lưu
TVAd,,2019-11-26 12:30:00,Những hình ảnh đặc sắc tập 72 bộ phim NHỮNG QUÝ BÀ NỔI LOẠN. Phát sóng vào 11h20 thứ 2 - 6 hàng tuần trên VTV3. #NhungQuyBaNoiLoan #11h20VTV3,12,12,,,,,,Bình luậ,2549879528623402,/story.php?story_fbid=2549879528623402&id=1383411671936866,Lưu
