source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
YAN News,,2019-11-27 14:07:34,"Mọi thứ diễn ra quá nhanh, anh ơi... 😟",212,172,1,2,,37,,10 bình luậ,3989387307798795,/story.php?story_fbid=3989387307798795&id=154180304652867,Lưu
YAN News,,2019-11-27 13:54:59,"""Có một điều rất tiếc là các cầu thủ nữ Việt Nam muốn ra chào cảm ơn khán giả nhưng không biết phải chào như thế nào"" 😟","1,7K","1,3K",10,73,7,320,1,90 bình luậ,3989352321135627,/story.php?story_fbid=3989352321135627&id=154180304652867,Lưu
YAN News,,2019-11-27 13:46:36,"""Tôi cảm thấy đi công tác ở khách sạn tốn kém và bất tiện nên quyết định mua biệt thự tại TP.HCM."" - Huyền My said 😅",478,449,15,12,1,1,,13 bình luậ,3989328281138031,/story.php?story_fbid=3989328281138031&id=154180304652867,Lưu
YAN News,,2019-11-27 13:22:00,"Nếu được quay lại quá khứ và được thay đổi 3 điều trong cuộc đời thì sẽ làm gì? Emma - ""Bớt bao đồng, học chăm môn Vật Lí và tự dặn lòng không ăn nhiều như nửa năm trước"" 🤣  Môn Vật Lí có khiến bạn lao đao giống Emma không? #Hoinhanhdapnhanh",73,70,,3,,,,1 bình luậ,3988888177848708,/story.php?story_fbid=3988888177848708&id=154180304652867,Lưu
YAN News,,2019-11-27 13:10:39,"TUI NGHI LẮM À NGHEN, ĐANG MÙA CƯỚI NỮA NÀYYY 😆",590,565,17,7,1,,,12 bình luậ,3989231044481088,/story.php?story_fbid=3989231044481088&id=154180304652867,Lưu
"YAN News,YAN TV",YAN TV,2019-11-25 11:14:24,ĐÃ VẬY CÒN PHẢI ĐI LÌ XÌ NGƯỢC LẠI TỤI NHỎ 😂Nỗi buồn nối tiếp nỗi buồn luôn 😭,667,534,83,1,3,47,,88 bình luậ,3988990911171768,/story.php?story_fbid=3988990911171768&id=154180304652867,Lưu
YAN News,,2019-11-27 12:57:32,AI SẼ LÀ CHÚ RỂ ĐÂYYYY? 😳,749,713,20,13,2,,1,30 bình luậ,3989192357818290,/story.php?story_fbid=3989192357818290&id=154180304652867,Lưu
YAN News,,2019-11-27 12:42:00,ỦA NGỘ NGHĨNH NHỈ? LẠ LÙNG NHỈ? 👀,469,372,93,5,,,,29 bình luậ,3989098727827653,/story.php?story_fbid=3989098727827653&id=154180304652867,Lưu
YAN News,,2019-11-27 12:36:03,"Phụ nữ Việt Nam từ nhỏ thường được dạy ""phải biết hi sinh"", các bạn có đồng ý không? 😪  Trấn Thành đã nói ""Không!"" còn bạn thì sao?  #socialforgood #socialforgoodvietnam #cyberbullying #batnattrenmang #facebook #YAN #mediapartnerpartnership",693,623,6,60,1,3,,73 bình luậ,3989126731158186,/story.php?story_fbid=3989126731158186&id=154180304652867,Lưu
YAN News,,2019-11-27 12:24:26,"Cao Dĩ Tường đã ngất xỉu khi quay chương trình ""Đuổi theo tôi đi"", anh đột ngột ngã quỵ xuống đất trong lúc đang chạy để thực hiện nhiệm vụ... 😟",926,710,4,12,11,189,,50 bình luậ,3989092294494963,/story.php?story_fbid=3989092294494963&id=154180304652867,Lưu
YAN News,,2019-11-27 12:16:01,"Chuyện em ở một mình là sự thật, tuy nhiên vẫn còn nhiều điểm sai lệch như quãng đường đi học của Khuyên dài 20km, trong khi quãng đường thực tế chỉ dài 2km @@",358,317,3,14,,23,1,26 bình luậ,3989065671164292,/story.php?story_fbid=3989065671164292&id=154180304652867,Lưu
YAN News,,2019-11-27 11:55:23,"Vừa mới thấy tặng phong bì cho mẹ Trinh đây mà, sao thế? 😅",448,401,40,5,1,1,1,51 bình luậ,3988911667846359,/story.php?story_fbid=3988911667846359&id=154180304652867,Lưu
YAN News,,2019-11-27 11:50:45,"MÊ THẬT SỰ, ĐÀO VÀO MÙA BẠN MÌNH ƠI 😍","2,9K","2,8K",13,112,19,7,1,511 bình luậ,3988983574505835,/story.php?story_fbid=3988983574505835&id=154180304652867,Lưu
YAN News,,2019-11-27 11:43:00,THẬT HAY ĐÙA ĐÂY CHỊ ƠI? 😅,634,601,2,24,7,,,16 bình luậ,3988923961178463,/story.php?story_fbid=3988923961178463&id=154180304652867,Lưu
YAN News,,2019-11-27 11:32:00,"""Tôi đã cảnh cáo anh nhiều lần rồi. Nếu còn dồn hết việc nhà cho vợ thì đừng trách tôi cơ mà"" - chúc mừng em đã đậu đúng ""bến"" 🤣",656,539,99,12,4,2,,47 bình luậ,3988774151193444,/story.php?story_fbid=3988774151193444&id=154180304652867,Lưu
YAN News,,2019-11-27 11:22:00,"""Quỳnh Anh không phải dạng người thích chiêu trò!"" - Phạm Quỳnh Anh khẳng định #HỷNộÁiỐ",233,224,1,8,,,,3 bình luậ,3988494271221432,/story.php?story_fbid=3988494271221432&id=154180304652867,Lưu
YAN News,,2019-11-27 11:12:00,KHÔNG LẼ ĂN LẨU BÒ VỚI RAU MUỐNG? 😳,509,463,34,2,7,3,,133 bình luậ,3988795031191356,/story.php?story_fbid=3988795031191356&id=154180304652867,Lưu
YAN News,,2019-11-27 11:00:01,Tháng 12 gọi tên tháng 4 đê 😍,"8,2K","7,2K",879,148,34,35,3,4.639 bình luậ,3985124781558381,/story.php?story_fbid=3985124781558381&id=154180304652867,Lưu
