source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
"Đại Kỷ Nguyên,Đại Kỷ Nguyên,Tin tức kịp thời","Đại Kỷ Nguyên,Tin tức kịp thời",2019-10-12 10:04:24,"Ngày 11/10, Bộ Tư pháp lên tiếng về việc dùng số liệu cũ từ 2005 để báo cáo Quốc hội.",4,3,1,,,,,1 bình luậ,1501740433346739,/story.php?story_fbid=1501740433346739&id=236367346550727
"Đại Kỷ Nguyên,Đại Kỷ Nguyên,Tin tức kịp thời","Đại Kỷ Nguyên,Tin tức kịp thời",2019-10-12 10:01:04,"50 năm trôi qua, họ đều trở thành ông bà của bao đứa cháu, có những người thậm chí đã qua đời nhưng họ đều  tề tựu đông đủ ở buổi họp lớp này rồi.",13,12,,1,,,,Bình luậ,1501738553346927,/story.php?story_fbid=1501738553346927&id=236367346550727
"Đại Kỷ Nguyên,Đại Kỷ Nguyên,Tin tức kịp thời","Đại Kỷ Nguyên,Tin tức kịp thời",2019-10-12 09:57:54,"Mâu thuẫn với vợ, Đế dùng dao đâm nhiều nhát làm nạn nhân tử vong rồi trốn lên khu vực biên giới. Hơn một ngày sau khi gây án, nghi phạm bị bắt.",31,23,,,2,,6,1 bình luậ,1501736846680431,/story.php?story_fbid=1501736846680431&id=236367346550727
Đại Kỷ Nguyên,,2019-10-12 09:37:05,"Bạn nghĩ sao về việc tự làm kem đánh răng cho cả nhà dùng, vừa an toàn lại không thải bao bì và hóa chất ra môi trường?",54,53,,,1,,,6 bình luậ,1501725183348264,/story.php?story_fbid=1501725183348264&id=236367346550727
Đại Kỷ Nguyên,,2019-10-12 09:33:07,Những ai còn Cha- Mẹ Hãy thức tỉnh kịp thời Đừng để thành quá muộn Ôm hối hận cả đời!  Mâm cao ngày cúng họ Cũng chẳng ý nghĩa chi Nếu khi cha mẹ sống Đối xử chẳng ra gì!  Nguồn: Sưu tầm,648,534,1,22,1,85,5,43 bình luậ,1501722526681863,/daikynguyenvietnam/photos/a.242621085925353/1501722526681863
Đại Kỷ Nguyên,,2019-10-12 09:27:05,"Có câu nói rằng “Gieo hành động gặt thói quen, gieo thói quen gặt tính cách, gieo tính cách gặt số phận”. Điều đó có nghĩa là cha mẹ không nhất định phải giàu có, mà chính sự gieo trồng và chăm sóc đúng đắn mới tạo được tương lai tốt đẹp cho con.",24,24,,,,,,1 bình luậ,1501718520015597,/story.php?story_fbid=1501718520015597&id=236367346550727
Đại Kỷ Nguyên,,2019-10-12 09:17:07,“Ngày xưa bố mẹ mình chưa bao giờ chụp ảnh cưới nên đợt này mình gắng chụp nhiều hơn một chút để làm kỷ niệm trước khi cả hai già đi”.,46,43,,3,,,,4 bình luậ,1501712443349538,/story.php?story_fbid=1501712443349538&id=236367346550727
Đại Kỷ Nguyên,,2019-10-12 09:10:13,"Bởi thế, thay đổi bản thân, thay đổi chính mình, thay đổi tấm lòng thì những vấn đề phong thủy tiêu cực gây ra bệnh tật, mất mát tự nhiên sẽ tiêu biến mà thôi.",53,50,,3,,,,1 bình luậ,1501708546683261,/story.php?story_fbid=1501708546683261&id=236367346550727
"Đại Kỷ Nguyên,Đại Kỷ Nguyên - Văn hóa",Đại Kỷ Nguyên - Văn hóa,2019-10-11 00:27:51,10 năm sống ở trong ống cống để nuôi con trai học Đại Học Y...Tình cha thật vĩ đại!10 năm sống ở trong ống cống để nuôi con trai học Đại Học Y...Tình cha thật vĩ đại!,101,81,,15,3,2,,8 bình luậ,1501671676686948,/story.php?story_fbid=1501671676686948&id=236367346550727
Đại Kỷ Nguyên,,2019-10-12 09:00:52,Đàn ông hơn nhau ở điều gì?,"1,3K","1,2K",7,44,1,3,,89 bình luậ,1501703533350429,/daikynguyenvietnam/photos/a.242621085925353/1501703533350429
