source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Đài Á Châu Tự Do,,2019-10-12 13:42:58,"Bộ xây dựng bổ sung hạng mục trong dự thảo tiêu chuẩn quốc gia VN cho phép diện tích tối thiểu căn hộ chung cư giảm từ 45m2 xuống còn 25m2 bất chấp cảnh báo và không tán thành của nhiều chuyên gia đô thị.  Các chuyên gia cảnh báo nếu diện tích căn hộ chung cư 25m2 được phép xây dựng sẽ xảy ra tình trạng quá tải đô thị, hạ tầng và một khi tình trạng hạ tầng kỹ thuật, xã hội bị phá vỡ sẽ ảnh hưởng hạ tầng giao thông và liên đới đến cả việc cấp thoát nước đô thị - một vấn đề nan giải tại các khu đô thị hiện nay ở VN.    Phớt lờ các cảnh báo, Bộ Xây dựng đang quyết tâm “bật đèn xanh” cho doanh nghiệp thực hiện dự án này.",,,,,,,,Bình luậ,10157759611034571,/story.php?story_fbid=10157759611034571&id=130885564570
Đài Á Châu Tự Do,,2019-10-12 11:42:59,"Trump chỉ trích huấn luyện viên Mỹ nhu nhược trước TQ Tổng thống Hoa Kỳ hôm 9/10/2019 chỉ trích hai huấn luyện viên Hiệp hội Bóng rổ nhà nghề Mỹ (NBA) Steve Kerr and Gregg Popovich vì đã dè dặt khi trả lời phỏng vấn liên quan đến Trung Quốc. Hôm 8/10, Trung Quốc dừng phát sóng các chương trình của NBA để trừng phạt vì người quản lý của đội bóng Houston Rockets viết trên Twitter ủng hộ phong trào dân chủ ở Hong Kong. Trước đó, NBA từng hợp tác phát sóng với 11 công ty 100% vốn Trung Quốc",456,399,32,17,4,2,2,43 bình luậ,10157757960844571,/story.php?story_fbid=10157757960844571&id=130885564570
Đài Á Châu Tự Do,,2019-10-12 10:11:18,Hơn 100 con nhện độc 'hình phễu' chui ra từ túi trứng tại Công viên Bò sát Úc hôm 8/10/2019. Đây là lần đầu tiên loài nhện độc này được nhân giống tại phòng thí nghiệm để chế tạo chất khử độc cho các vết cắn của loài nhện này. Nọc độc loài nhện 'hình phễu' Úc có thể giết chết người trong vòng 15 phút nếu không điều trị.,216,161,5,2,46,2,,17 bình luậ,10157757969794571,/story.php?story_fbid=10157757969794571&id=130885564570
Đài Á Châu Tự Do,,2019-10-12 07:00:02,"Apple xóa App theo dõi Cảnh sát Hong Kong Hôm 9/10/2019, công ty Apple của Mỹ xóa ứng dụng HKmap.live giúp người biểu tình Hong Kong theo dõi các cuộc di chuyển của cảnh sát trên bản đồ. Apple nói đã xác minh với Cục tội phạm công nghệ và an ninh mạng Hong Kong rằng ứng dụng HKmap.live đã được sử dụng để nhắm mục tiêu và phục kích cảnh sát, đe dọa an toàn công cộng.",480,297,9,9,19,34,113,44 bình luậ,10157757950704571,/story.php?story_fbid=10157757950704571&id=130885564570
Đài Á Châu Tự Do,,2019-10-12 00:35:17,"Theo các nguồn tin mà SCMP có được, loại bình mới được phân phát cho cảnh sát chống bạo động hồi tuần trước có thể phát nổ và bắn ra hơi cay trong khoảng thời gian là 1,2 giây sau khi được ném ra, nhanh hơn so với khoảng thời gian là 1,5 giây mà lựu đạn cay kiểu cũ có. Với thời gian ngắn như vậy, người biểu tình sẽ không kịp để phản ứng tránh.",684,346,15,3,25,37,258,52 bình luậ,10157757860649571,/story.php?story_fbid=10157757860649571&id=130885564570
"Đài Á Châu Tự Do,Anh Đầu Bếp,EDM Phim Hành Động,Ham TV",,2019-10-11 22:00:45,"1.Tù chính trị Nguyễn Ngọc Ánh ‘bị đánh đến bất tỉnh trong tù’ 2.Số liệu ô nhiễm môi trường năm 2005 được Bộ Tư Pháp lấy từ trên mạng 3.Cảnh sát Hong Kong mua bình hơi cay có tác dụng mạnh hơn từ Trung QuốcCuộc chiến đặc trưng Ẩm Thực Âu - Á ... các Chef nghĩ sao về kết quả ?! ;) --------------------------------------------- Cảm ơn các bạn đã xem, tặng bạn bộ 200 Công Thức Nấu Ăn Từ Đầu Bếp Chuyên Nghiệp 👉Tải về: http://bit.ly/200_Công_Thức_Món_NgonSai lần lớn nhất của chú là dám cướp xe của anh trọc! -------------------- Phim: Người vận chuyển 3  Nhạc: - 1. Beto & Frosty - The Wild  - 2. Brian Rehan - InfiniteHãy cho đi những điều tốt đẹp, rồi bạn sẽ nhận được nhiều hơn thế! 🥰",,,,,,,,56 bình luậ,2377262879194834,/RFAVietnam/videos/2377262879194834/?refid=17&_ft_=mf_story_key.2377262879194834%3Atop_level_post_id.2377262879194834%3Atl_objid.2377262879194834%3Acontent_owner_id_new.130885564570%3Athrowback_story_fbid.2377262879194834%3Apage_id.130885564570%3Aphoto_id.2377262879194834%3Astory_location.4%3Astory_attachment_style.video_inline%3Apage_insights.%7B%22130885564570%22%3A%7B%22page_id%22%3A130885564570%2C%22actor_id%22%3A130885564570%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntVideoCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A1%2C%22publish_time%22%3A1570806045%2C%22story_name%22%3A%22EntVideoCreationStory%22%2C%22story_fbid%22%3A%5B2377262879194834%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A4%2C%22targets%22%3A%5B%7B%22actor_id%22%3A130885564570%2C%22page_id%22%3A130885564570%2C%22post_id%22%3A2377262879194834%2C%22role%22%3A1%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.130885564570%3A306061129499414%3A54%3A0%3A1572591599%3A-2982084891158875704&__tn__=%2AW-R#footer_action_list
Đài Á Châu Tự Do,,2019-10-11 21:31:05,1.Tù chính trị Nguyễn Ngọc Ánh ‘bị đánh đến bất tỉnh trong tù’ 2.Số liệu ô nhiễm môi trường năm 2005 được Bộ Tư Pháp lấy từ trên mạng 3.Cảnh sát Hong Kong mua bình hơi cay có tác dụng mạnh hơn từ Trung Quốc,154,107,3,1,2,10,31,16 bình luậ,10157757405874571,/story.php?story_fbid=10157757405874571&id=130885564570
Đài Á Châu Tự Do,,2019-10-11 19:53:48,"""Vừa ngồi xuống thì tôi thấy chồng đi ra mà anh đi không nổi, một chân đi một chân lết mà tay anh lại chống lên cái chân đứng trụ. Tôi muốn khóc nhưng phải kềm nén để hỏi lý do vì sao. Chồng tôi nói bị đánh. Tôi hỏi an ninh đánh hay là ai đánh thì anh nói là người tù hình sự lần trước kiếm chuyện trước chưa đánh mà bây giờ mới đánh. Hôm thứ Sáu vừa rồi, họ mời người tù hình sự đó ra làm việc. Vừa làm việc xong nó vào nó chỉ mặt ngay và nói “tao giết chết mày mà tao không phải ở tù. Đợt này tao sẽ giết chết mày”. - Bà Nguyễn Thị Châu, vợ ông Nguyễn Ngọc Ánh",874,429,4,2,25,121,293,58 bình luậ,10157757176729571,/story.php?story_fbid=10157757176729571&id=130885564570
Đài Á Châu Tự Do,,2019-10-11 18:24:06,"Trong Dự thảo Thông tư lần 3 về quy chế dân chủ trong công tác đảm bảo trật tự an toàn giao thông, Bộ công an đã bổ sung đề nghị người dân được giám sát hoạt động của cảnh sát giao thông (CSGT) bằng máy ghi âm, quay phim hoặc quan sát trực tiếp. Thủ trưởng cơ quan Công an có cán bộ, chiến sĩ được nhân dân góp ý, nhận xét phải có trách nhiệm xem xét, xử lý kịp thời theo đúng quy định của pháp luật.",138,103,30,3,2,,,9 bình luậ,10157756847109571,/story.php?story_fbid=10157756847109571&id=130885564570
Đài Á Châu Tự Do,,2019-10-11 17:49:03,"Tổng thống Đài Loan phủ nhận mô hình ""một quốc gia, hai chế độ"" của Trung Quốc Phát biểu trong buổi lễ kỷ niệm 108 năm lập quốc, Tổng thống Đài Loan Thái Anh Văn phủ nhận mô hình ""một quốc gia, hai chế độ"" mà Chủ tịch Trung Quốc Tập Cận Bình áp đặt lên đảo quốc này đồng thời kêu gọi bảo vệ các giá trị tự do dân chủ của nước này.  --- Bạn nghĩ sao?","6,2K","5,5K",23,663,48,4,4,645 bình luậ,10157756912429571,/story.php?story_fbid=10157756912429571&id=130885564570
