source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
YouTV,,2019-10-12 11:30:12,"Bị người tình đá ...  mới nhớ đến vợ mình Đàn ông là như vậy sao? 😒 -------------------------------- 🛑 Đón xem full bộ phim ""Đôi mắt của trái tim"" trên Youtube TodayTV tại đây: http://bit.ly/Doi_Mat_Cua_Trai_Tim #Doimatcuatraitim #TodayTV #YoutubeTodayTV",25,25,,,,,,2 bình luậ,2473585629345534,/story.php?story_fbid=2473585629345534&id=700970873273694
YouTV,,2019-10-12 11:00:14,"Cô gái như này có còn không nhỉ? ------------------- Đón xem bộ phim ""Một nửa nanh cọp"" Link phim: http://bit.ly/Mot_Nua_Nanh_Cop #todaytv #motnuananhcop #ngoisaoxanh",3,3,,,,,,Bình luậ,2471593679544729,/story.php?story_fbid=2471593679544729&id=700970873273694
YouTV,,2019-10-12 10:30:00,"🎉🎉🎉Chúc mừng các khán giả may mắn trong chương trình ""Vui Cùng YOUPY, Cả Nhà Cùng Đẹp"" trên kênh truyền hình YouTV ----------------------------- ▶️ Cơ hội để nhận được bộ quà tặng 𝐃𝐨𝐤 𝐁𝐮𝐚 𝐊𝐮: hãy săn mã số may mắn xuất hiện ngẫu nhiên vào các khung giờ 18h00 – 19h00 - 20h00 mỗi ngày trên kênh truyền hình YouTV từ ngày 01.10.2019 đến ngày 31.12.2019 ✨ Sau khi tìm được mã số may mắn, khán giả soạn tin nhắn theo cú pháp: YOUTV_MÃ SỐ MAY MẮN gửi đến tổng đài 8079 (1000đ/tin nhắn) (“_”: khoảng trắng) 🎉 Mỗi ngày 05 khán giả may mắn nhất sẽ nhận được 05 bộ sản phẩm Dok Bua Ku, tổng giá trị giải thưởng lên tới 136.800.000đ 👉 Xem thể lệ chương trình tại: https://bit.ly/2mJs3sK #YouTV #kênhYouTV #QTGV #YOUPY #VUI_CÙNG_YOUPY_CẢ_NHÀ_CÙNG_ĐẸP #Dok_Bua_Ku #Minigame",2,2,,,,,,Bình luậ,2471820426188721,/story.php?story_fbid=2471820426188721&id=700970873273694
YouTV,,2019-10-12 10:00:01,"Anh trai ""zô ziên"" gặp chị gái ""cực gắt"" 🙃 Lần đầu gặp để lại ấn tượng ""tốt"" dễ sợ 😂 ------------------------ 🎬 Đón xem ""Hận Tình Không Quên"" phát sóng lúc 20h thứ 2 đến thứ 7 trên YouTV 👉 http://youtv.vn/chuong-trinh/phim-anh/han-tinh-khong-quen-273.imc",13,11,,2,,,,1 bình luậ,2471450406225723,/story.php?story_fbid=2471450406225723&id=700970873273694
YouTV,,2019-10-12 08:30:54,"Tán gái thì phải ""NHU"" chứ đừng ""CƯƠNG"" nha anh em ------------------- Đón xem bộ phim ""Một nửa nanh cọp"" Link phim: http://bit.ly/Mot_Nua_Nanh_Cop #todaytv #motnuananhcop #ngoisaoxanh",22,22,,,,,,Bình luậ,2471593302878100,/story.php?story_fbid=2471593302878100&id=700970873273694
YouTV,,2019-10-12 08:00:01,"Mấy đứa tháng 10 sáng nắng chiều mưa, giữa trưa có bão 😂 #HậnTìnhKhôngQuên #20h #YouTV",268,227,38,2,1,,,61 bình luậ,2470034836367280,/story.php?story_fbid=2470034836367280&id=700970873273694
YouTV,,2019-10-12 07:00:00,Dành cho mấy đứa yêu màu hồng 😄,453,361,57,33,2,,,79 bình luậ,2471979542839476,/story.php?story_fbid=2471979542839476&id=700970873273694
YouTV,,2019-10-11 23:00:00,Lập team những người cùng cảnh ngộ 😍,333,249,78,6,,,,55 bình luậ,2466061766764587,/story.php?story_fbid=2466061766764587&id=700970873273694
YouTV,,2019-10-11 22:30:00,"Nên mừng đi, bạn được giải thoát rồi đấy 😄 #YouTV",424,382,23,15,,4,,52 bình luậ,2470044933032937,/story.php?story_fbid=2470044933032937&id=700970873273694
YouTV,,2019-10-11 22:00:01,Chính là đang nói đứa bạn tui chứ ai 🥴,223,188,33,2,,,,60 bình luậ,2466061270097970,/story.php?story_fbid=2466061270097970&id=700970873273694
YouTV,,2019-10-11 21:30:01,Hóa ra là vậy 😆,"1,1K",915,178,7,1,14,3,418 bình luậ,2466060603431370,/story.php?story_fbid=2466060603431370&id=700970873273694
YouTV,,2019-10-11 21:00:00,Chắc ai đó sẽ cần :),"1,9K","1,4K",407,22,5,9,1,527 bình luậ,2472018999502197,/story.php?story_fbid=2472018999502197&id=700970873273694
YouTV,,2019-10-11 20:00:03,"Để phụ nữ tự #đi_bộ về, thật không đáng mặt #đàn_ông mà 😒 ---------------------------- 🎬 Xem ngay bộ phim ""Độc Thân Tuổi 30"" tại YouTube của TodayFilm 👉 http://bit.ly/Doc_Than_Tuoi_30 #TodayTV #ĐộcThânTuổi30",71,65,3,2,,,1,4 bình luậ,2468249219879175,/story.php?story_fbid=2468249219879175&id=700970873273694
YouTV,,2019-10-11 19:30:01,"Dê xồm bây giờ thủ đoạn #tinh_vi thật 😂 Đã ế còn gặp thầy thế này thì #toang 🙂 ---------------------------- 🎬 Xem ngay bộ phim ""Độc Thân Tuổi 30"" tại YouTube của TodayFilm 👉 http://bit.ly/Doc_Than_Tuoi_30 #TodayTV #ĐộcThânTuổi30",14,11,2,1,,,,Bình luậ,2468281283209302,/story.php?story_fbid=2468281283209302&id=700970873273694
YouTV,,2019-10-11 19:01:28,"Giám đốc già còn mê gái ... bị thư ký chơi chán xong bỏ ... 🛑 Đón xem full bộ phim ""Đôi mắt của trái tim"" trên Youtube TodayTV tại đây: http://bit.ly/Doi_Mat_Cua_Trai_Tim",62,61,,1,,,,1 bình luậ,2472010606169703,/story.php?story_fbid=2472010606169703&id=700970873273694
YouTV,,2019-10-11 18:30:01,"Diễn hay lắm cắt!!! Cắt!!!! ---------------------------- ⏩⏩ Đón xem phim ""Ngôi nhà hạnh phúc"" - Phát sóng lúc #18h30 từ Thứ 2 - Thứ 6 trên kênh #TodayTV Link xem trọn bộ Ngôi nhà hạnh phúc trên youtube TodayTV: http://bit.ly/Ngoi_Nha_Hanh_Phuc #NgoiNhaHanhPhuc #PhimSitcom",14,13,1,,,,,Bình luậ,2471969902840440,/story.php?story_fbid=2471969902840440&id=700970873273694
YouTV,,2019-10-11 18:00:00,"Đàn bà đừng có mọc nanh, mọc móng nhiều quá không tốt ------------------------------------------- 📺 Đón xem trọn bộ phim ""Cù Lao Lúa” - tại http://bit.ly/Cu_Lao_Lua #YouTV #culaolua #PhimViet",89,85,2,1,,1,,Bình luậ,2464073880296709,/story.php?story_fbid=2464073880296709&id=700970873273694
YouTV,,2019-10-11 17:30:44,"Dê già thì thường thích cỏ non Cơ mà món ngon thì phải đủ đậm đà. -------------------------------- 🛑 Đón xem full bộ phim ""Đôi mắt của trái tim"" trên Youtube TodayTV tại đây: http://bit.ly/Doi_Mat_Cua_Trai_Tim #Doimatcuatraitim #TodayTV #YoutubeTodayTV",783,752,13,15,1,1,1,11 bình luậ,2471409892896441,/story.php?story_fbid=2471409892896441&id=700970873273694
YouTV,,2019-10-11 17:00:01,Nhiệt tình + Ngu dốt = PHÁ HOẠI KHÔNG SAI :) -------------- Xem trọn bộ tại youtube YouFilm: http://bit.ly/Giot_Nuoc_Mat_Han_Thu,27,24,,3,,,,Bình luậ,2471502612887169,/story.php?story_fbid=2471502612887169&id=700970873273694
YouTV,,2019-10-11 16:30:00,"Chọc nhầm #sư_tử rồi 😂 Nhà chị #nghèo nhưng chị ít có #hiền lắm nha 😏 ------------------------ 🎬 Đón xem ""Hận Tình Không Quên"" phát sóng lúc 20h thứ 2 đến thứ 7 trên YouTV từ ngày 09.10 👉 http://youtv.vn/chuong-trinh/phim-anh/han-tinh-khong-quen-273.imc",84,82,1,1,,,,Bình luậ,2471446412892789,/story.php?story_fbid=2471446412892789&id=700970873273694
YouTV,,2019-10-11 16:00:00,Có một kiểu con gái... nhìn trông rất quen 🙂,195,135,56,2,1,1,,84 bình luậ,2466058583431572,/story.php?story_fbid=2466058583431572&id=700970873273694
