source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
VTC News,,2019-10-12 10:40:50,Cựu tiền đạo Indonesia Ricky Yacobi cho rằng đội bóng xứ vạn đảo khó đánh bại được tuyển Việt Nam,8,8,,,1,,,1 bình luậ,2559408964179381,/story.php?story_fbid=2559408964179381&id=162160003904301
VTC News,,2019-10-12 10:26:24,Nhiều người Hà Nội lo lắng vì cảm nhận rõ mùi khét khó chịu trong nước sinh hoạt của gia đình,2,2,,,,,,Bình luậ,2559539594166318,/story.php?story_fbid=2559539594166318&id=162160003904301
VTC News,,2019-10-12 10:20:59,"Nếu là bạn, bạn có tìm ra được chú gấu trắng Bắc Cực đang trốn giữa những hồn ma trong bức ảnh dưới đây không?",6,6,,,,,,4 bình luậ,2559404727513138,/story.php?story_fbid=2559404727513138&id=162160003904301
VTC News,,2019-10-12 10:00:48,"Tối 11/10, ""Không gian trưng bày văn hóa, du lịch và sản phẩm du lịch đặc trưng các dân tộc tỉnh Hà Giang"" khai mạc tại Hà Nội, thu hút rất đông người dân",3,4,,,,,,Bình luậ,2559405847513026,/story.php?story_fbid=2559405847513026&id=162160003904301
VTC News,,2019-10-12 09:40:55,"Các nhà đàm phán thương mại Mỹ và Trung Quốc đồng ý về thỏa thuận thương mại một phần, mở ra cơ hội cho việc sớm kết thúc căng thẳng thương mại hai bên",6,4,,,2,,,1 bình luậ,2559400570846887,/story.php?story_fbid=2559400570846887&id=162160003904301
VTC News,,2019-10-12 09:20:27,"Năm học này trường Cao đẳng Sư phạm Gia Lai chỉ tuyển được 93 sinh viên trên 300 chỉ tiêu, điều này khiến nhiều giảng viên phải xin nghỉ hoặc đi biệt phái",11,10,1,,,,,Bình luậ,2559311170855827,/story.php?story_fbid=2559311170855827&id=162160003904301
VTC News,,2019-10-12 09:00:54,"Mỗi bức tranh dưới đây sẽ tồn tại một điểm bất hợp lý, nhiệm vụ của bạn là phải tìm ra điểm bất hợp lý đó",13,13,,,,,,2 bình luậ,2559308917522719,/story.php?story_fbid=2559308917522719&id=162160003904301
VTC News,,2019-10-12 08:47:29,"Không gian là nơi trưng bày văn hóa, du lịch và giới thiệu các sản phẩm đặc trưng của các dân tộc tỉnh Hà Giang",7,6,,,1,,,1 bình luậ,2559406944179583,/story.php?story_fbid=2559406944179583&id=162160003904301
VTC News,,2019-10-12 08:40:02,"Mặc đề xuất phá dỡ một phần công trình Mã Pí Lèng Panorama của Sở Xây dựng Hà Giang, chủ đầu tư vẫn đang gấp rút phủ sơn màu xanh lên công trình này",56,46,8,,,,2,36 bình luậ,2559307790856165,/story.php?story_fbid=2559307790856165&id=162160003904301
VTC News,,2019-10-12 08:20:52,"Không chỉ sở hữu khối tài sản khổng lồ, những doanh nhân này còn có tầm ảnh hưởng lớn đối với nền kinh tế Việt Nam và được thế giới vinh danh",37,34,,2,1,,,6 bình luậ,2559304897523121,/story.php?story_fbid=2559304897523121&id=162160003904301
VTC News,,2019-10-12 08:18:25,"Bàn thắng của Quang Hải là kết tinh của sự nhạy bén, táo bạo và đột phá mà tuyển Việt Nam rất cần để vươn ra biển lớn châu lục.",98,90,2,5,1,,,7 bình luậ,2559353350851609,/story.php?story_fbid=2559353350851609&id=162160003904301
VTC News,,2019-10-12 08:00:12,"Nhà Trắng vừa công bố bản dịch bức thư Chủ tịch Trung Quốc Tập Cận Bình gửi Tổng thống Trump cam kết “Mối quan hệ lành mạnh, ổn định giữa Trung Quốc và Mỹ”",59,39,15,,4,1,,22 bình luậ,2559302364190041,/story.php?story_fbid=2559302364190041&id=162160003904301
VTC News,,2019-10-12 07:45:23,"Chủ các cơ sở sản xuất đồ gỗ mỹ nghệ ở “làng tỷ phú” Đồng Kỵ cho biết, dù giá sản phẩm đã hạ rất nhiều so với trước đây nhưng vẫn “ế ẩm”, vắng bóng người mua",20,19,,,1,,,7 bình luậ,2559301140856830,/story.php?story_fbid=2559301140856830&id=162160003904301
VTC News,,2019-10-12 07:26:18,Miền Bắc sắp đón đợt không khí lạnh mạnh nhất từ đầu mùa,32,32,,,,,,1 bình luậ,2559298350857109,/story.php?story_fbid=2559298350857109&id=162160003904301
VTC News,,2019-10-12 07:24:38,Alexei Leonov là một trong những chứng nhân của một thời kỳ lịch sử gắn bó giữa 2 đất nước Liên Xô và Việt Nam,255,198,,14,,43,,8 bình luậ,2559296364190641,/story.php?story_fbid=2559296364190641&id=162160003904301
VTC News,,2019-10-12 07:00:01,"Công an Đà Nẵng cho biết, kẻ sát hại vợ sắp cưới rồi tự tử đã bình phục và khai nhận hành vi phạm tội...",28,23,,,,1,4,4 bình luậ,2558670780919866,/story.php?story_fbid=2558670780919866&id=162160003904301
VTC News,,2019-10-12 06:30:00,Hiệu trưởng 'ăn chặn' sữa học đường bị giáng chức xuống Phó Hiệu trưởng và luân chuyển công tác sang trường khác,235,133,47,1,10,6,38,108 bình luậ,2558668904253387,/story.php?story_fbid=2558668904253387&id=162160003904301
VTC News,,2019-10-12 06:00:01,"Chiều nay (11/10), thầy trò huấn luyện viên Park Hang Seo có mặt tại sân bay Denpasar, Bali, chuẩn bị cho vòng loại World Cup 2022 với Indonesia",129,126,,2,1,,,5 bình luậ,2558664460920498,/story.php?story_fbid=2558664460920498&id=162160003904301
VTC News,,2019-10-11 21:00:10,"Thi thể nam thanh niên con trai chủ tiệm vàng được phát hiện trong tình trạng đầu trùm túi nilon, cổ quấn kín băng keo tại phòng ngủ khóa trái cửa",104,76,,3,3,21,1,19 bình luậ,2558297610957183,/story.php?story_fbid=2558297610957183&id=162160003904301
