source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Đại Kỷ Nguyên - News,,2019-10-12 11:59:04,"Tiền lương của công nhân ở các doanh nghiệp Trung Quốc bị đình trệ bởi suy thoái kinh tế, chịu tác động từ thương chiến với Mỹ và bị ảnh hưởng bởi tổng cầu thế giới giảm.",4,4,,,,,,Bình luậ,2856546637742953,/story.php?story_fbid=2856546637742953&id=1195275260536774
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 11:28:43,Nó không khó nếu chúng ta để ý kĩ.,2,2,,,,,,Bình luậ,2856508611080089,/story.php?story_fbid=2856508611080089&id=1195275260536774
Đại Kỷ Nguyên - News,,2019-10-12 11:51:23,"Để có cuộc đời như ý, đừng quên những điều này",9,9,,,,,,1 bình luậ,2856535507744066,/story.php?story_fbid=2856535507744066&id=1195275260536774
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 11:26:58,"TP. Đà Nẵng đã chi khoảng 11 tỷ đồng cho 24 trường hợp cán bộ, công viên chức về hưu trước tuổi, kinh phí chi trả trung bình cho mỗi trường hợp là 450 triệu đồng.",8,5,,1,,,2,3 bình luậ,2856508561080094,/story.php?story_fbid=2856508561080094&id=1195275260536774
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 11:26:50,"Chia sẻ với bác sĩ, anh Yang cho biết từ khi còn sinh viên bản thân đã có thói quen uống nhiều rượu cộng với chế độ ăn uống thất thường nhưng anh chưa bao giờ để ý.",5,4,,1,,,,Bình luậ,2856508527746764,/story.php?story_fbid=2856508527746764&id=1195275260536774
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 11:26:43,"Lợi dụng lúc nhân viên không để ý, người phụ nữ đi cùng tranh thủ lôi túi bóng đen đã chuẩn bị sẵn và nhanh tay “cuỗm” 2 hộp sữa bột đắt tiền vào trong rồi đem ra xe.",4,4,,,,,,Bình luậ,2856505651080385,/story.php?story_fbid=2856505651080385&id=1195275260536774
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 10:44:44,"Một tháng sau vụ cháy cửa hàng quần áo trên phố Núi Trúc (Hà Nội), chàng trai trẻ Nguyễn Hoàng Giang đã được gặp và cảm ơn ân nhân – một người lính cứu hỏa cõng em từ trong khói lửa.",40,35,,2,,3,,1 bình luậ,2856451987752418,/story.php?story_fbid=2856451987752418&id=1195275260536774
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 10:44:02,Siêu bão Hagibis với sức mạnh hủy diệt đang sắp đổ bộ Nhật Bản. Các trạm vệ tinh đã ghi lại những hình ảnh đáng sợ cho thấy đây là siêu bão lớn nhất từng đổ bộ Nhật Bản trong vòng 60 năm qua.,40,26,,,4,11,,9 bình luậ,2856450721085878,/story.php?story_fbid=2856450721085878&id=1195275260536774
Đại Kỷ Nguyên - News,,2019-10-12 11:25:08,Bà con Quảng Ngãi thật tốt bụng! ,734,683,2,48,3,1,,57 bình luậ,2856500091080941,/DaiKyNguyenNews/photos/a.1222128401184793/2856500091080941
"Đại Kỷ Nguyên - News,Đại Kỷ Nguyên,Thời sự kịp thời","Đại Kỷ Nguyên,Thời sự kịp thời",2019-10-12 10:43:54,"Gói thầu trên được tổ chức đấu thầu rộng rãi, mục tiêu là xây mới kè với chiều dài tuyến 749,88 m.",5,5,,,,,,Bình luậ,2856449091086041,/story.php?story_fbid=2856449091086041&id=1195275260536774
