source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
TripZilla Vietnam,,2019-10-12 12:01:00,bạn đã từng thử chưa? ;),7,5,2,,,,,Bình luậ,2380933218816471,/story.php?story_fbid=2380933218816471&id=1778473862395746
TripZilla Vietnam,,2019-10-12 07:02:00,Xách balo lên và đi thôi nào 👌,33,29,2,2,,,,4 bình luậ,2380933738816419,/story.php?story_fbid=2380933738816419&id=1778473862395746
TripZilla Vietnam,,2019-10-11 19:43:00,Cùng xem chúng ta nên trải nghiệm những gì khi ghé kỳ quan này nhé ;),4,4,,,,,,Bình luậ,2379284468981346,/story.php?story_fbid=2379284468981346&id=1778473862395746
TripZilla Vietnam,,2019-10-11 12:00:00,Ai đồng ý giơ tay nào ✋,21,17,3,1,,,,2 bình luậ,2380932892149837,/story.php?story_fbid=2380932892149837&id=1778473862395746
TripZilla Vietnam,,2019-10-10 19:43:00,Đừng quên những món không thể thiếu này khi đi Hà Nội nhé 😜,4,4,,,,,,Bình luậ,2379284065648053,/story.php?story_fbid=2379284065648053&id=1778473862395746
TripZilla Vietnam,,2019-10-10 15:30:09,"Lý do tại sao người việt nên đi du lịch philippines? Cùng đặt vé và bắt đầu kế hoạch du hí Philippines 👉🏻 http://bit.ly/2p4WDOy của bạn. Hãy để Cebu Pacific giúp bạn thỏa mãn sở thích du lịch của mình! ✈️ Dù bạn chỉ thích những bãi biển trong xanh, bình dị hay mê những bãi biển được bao quanh bởi những hàng cây xanh tươi trải dài mãi tận chân trời, bạn chắc chắn sẽ phải lòng sự đa dạng và quyến rũ của Philippines! 8 lý do sau đây sẽ giải thích tại sao chúng ta nên đi du lịch đến đất nước này. Được tài trợ bởi Cebu Pacific Air.",540,516,3,19,2,,,12 bình luậ,2380899765486483,/story.php?story_fbid=2380899765486483&id=1778473862395746
TripZilla Vietnam,,2019-10-09 20:00:01,Mỗi lần đi du lịch là lại nhức đầu với câu hỏi này 👌,5,5,,,,,,Bình luậ,2379283622314764,/story.php?story_fbid=2379283622314764&id=1778473862395746
TripZilla Vietnam,,2019-10-08 20:00:01,Mùa này đi Hà Giang thì toẹt vời nhé 😍,4,4,,,,,,Bình luậ,2379282565648203,/story.php?story_fbid=2379282565648203&id=1778473862395746
TripZilla Vietnam,,2019-10-08 12:52:19,"Bạn muốn chụp ""pose"" khùng khùng này với ai nào? ;)",14,10,3,1,,,,1 bình luậ,2379227528987040,/story.php?story_fbid=2379227528987040&id=1778473862395746
TripZilla Vietnam,,2019-10-07 12:37:48,Du lịch cũng không nên tạm bợ nhé các bạn ;),26,22,3,1,,,,1 bình luậ,2378441295732330,/story.php?story_fbid=2378441295732330&id=1778473862395746
TripZilla Vietnam,,2019-10-06 18:42:00,Và đừng quên ghé thăm các cầu thủ bóng đá tại các event nhé ;),4,4,,,,,,Bình luậ,2376124809297312,/story.php?story_fbid=2376124809297312&id=1778473862395746
TripZilla Vietnam,,2019-10-06 12:08:00,Hình như lâu lắm rồi chưa được gặp nó 😢,18,17,,,,1,,5 bình luậ,2373785339531259,/story.php?story_fbid=2373785339531259&id=1778473862395746
TripZilla Vietnam,,2019-10-05 21:55:00,Khó xử quá à 🤪,33,20,11,2,,,,1 bình luậ,2373784299531363,/story.php?story_fbid=2373784299531363&id=1778473862395746
TripZilla Vietnam,,2019-10-05 18:41:00,Một địa điểm du lịch nước ngoài giá rẻ cho cả nhà nè 😍,4,3,,1,,,,1 bình luậ,2376124325964027,/story.php?story_fbid=2376124325964027&id=1778473862395746
TripZilla Vietnam,,2019-10-05 12:06:00,Tag đứa bạn ngày xưa cưỡi trâu đi học vô nào 😂,8,5,2,,1,,,Bình luậ,2373784992864627,/story.php?story_fbid=2373784992864627&id=1778473862395746
TripZilla Vietnam,,2019-10-04 20:40:00,Đi nhanh trước khi khu vực này trở nên thương mại hóa nhé các bạn 😘,5,5,,,,,,Bình luậ,2376123889297404,/story.php?story_fbid=2376123889297404&id=1778473862395746
TripZilla Vietnam,,2019-10-04 12:04:00,Bánh mì đi muôn nơi 😆,11,8,3,,,,,3 bình luậ,2373783892864737,/story.php?story_fbid=2373783892864737&id=1778473862395746
TripZilla Vietnam,,2019-10-03 20:24:00,Thời điểm này đi Hà Nội là chuẩn ko cần chỉnh nè 😘,4,3,,1,,,,Bình luậ,2373854619524331,/story.php?story_fbid=2373854619524331&id=1778473862395746
TripZilla Vietnam,,2019-10-03 12:03:00,Đúng không nào các bạn?,19,15,,4,,,,Bình luậ,2373783276198132,/story.php?story_fbid=2373783276198132&id=1778473862395746
TripZilla Vietnam,,2019-10-02 20:12:00,Lưu lại cho chuyến đi Singapore sắp tới của gia đình bạn nhé ;),5,5,,,,,,Bình luậ,2373846706191789,/story.php?story_fbid=2373846706191789&id=1778473862395746
TripZilla Vietnam,,2019-10-02 12:02:00,Uống cafe với người ngoài hành tinh nào ;),14,12,1,,1,,,Bình luậ,2373782682864858,/story.php?story_fbid=2373782682864858&id=1778473862395746
TripZilla Vietnam,,2019-10-01 20:05:00,"Tuy tiếng Anh là ngôn ngữ chính thức, tuy nhiên rất nhiều người Philippines vẫn thường sử dụng ngôn ngữ riêng của họ",95,93,1,1,,,,Bình luậ,2373749872868139,/story.php?story_fbid=2373749872868139&id=1778473862395746
TripZilla Vietnam,,2019-10-01 12:05:00,Thiên nhiên thật là vi diệu 😍,146,106,21,6,12,1,,1 bình luậ,2373638269545966,/story.php?story_fbid=2373638269545966&id=1778473862395746
TripZilla Vietnam,,2019-09-30 13:07:43,Bạn đã rơi vào hoàn cảnh này lần nào chưa? 😆,8,6,2,,,,,Bình luậ,2373004562942670,/story.php?story_fbid=2373004562942670&id=1778473862395746
TripZilla Vietnam,,2019-09-29 20:02:00,"Nước Áo nổi tiếng với những món đồ thủ công cực độc đáo, rất phù hợp để mang về làm quà 🥰",3,3,,,,,,Bình luậ,2369070203336106,/story.php?story_fbid=2369070203336106&id=1778473862395746
TripZilla Vietnam,,2019-09-29 12:07:00,Đáng yêu chưa nào 😘,25,14,6,5,,,,Bình luậ,2369072540002539,/story.php?story_fbid=2369072540002539&id=1778473862395746
TripZilla Vietnam,,2019-09-28 20:01:00,Cùng tham khảo những món quà độc đáo từ đất nước nằm ở Đông Âu này nhé 👌,98,97,1,,,,,Bình luậ,2369069123336214,/story.php?story_fbid=2369069123336214&id=1778473862395746
TripZilla Vietnam,,2019-09-28 12:07:00,Chứ sống ở đây cạnh tranh sao nổi 😆,35,23,11,,1,,,1 bình luậ,2369072250002568,/story.php?story_fbid=2369072250002568&id=1778473862395746
TripZilla Vietnam,,2019-09-27 20:00:00,Môt đất nước bình yên đến lạ 😌,9,6,,1,2,,,Bình luậ,2369068470002946,/story.php?story_fbid=2369068470002946&id=1778473862395746
TripZilla Vietnam,,2019-09-27 12:06:00,"Có thể bạn chưa biết: mặc dù với hình dáng không hề phù hợp cho việc leo núi, dê núi thực chất leo núi cực kì tốt 😉",16,10,6,,,,,Bình luậ,2369071866669273,/story.php?story_fbid=2369071866669273&id=1778473862395746
TripZilla Vietnam,,2019-09-26 12:03:00,Chờ người hoài mà người không tới 😂,22,18,3,1,,,,Bình luậ,2369070683336058,/story.php?story_fbid=2369070683336058&id=1778473862395746
TripZilla Vietnam,,2019-09-25 20:00:08,Cùng tham khảo những món hàng độc đáo chỉ có ở thủ đô của Philippines nhé ;),2,2,,,,,,Bình luậ,2369067346669725,/story.php?story_fbid=2369067346669725&id=1778473862395746
TripZilla Vietnam,,2019-09-25 12:00:01,Ai đồng ý giơ tay nào 🤟,8,7,,1,,,,Bình luậ,2368950380014755,/story.php?story_fbid=2368950380014755&id=1778473862395746
TripZilla Vietnam,,2019-09-24 09:10:26,Thổ địa Hà Nội đâu lên tiếng nào 😉,5,5,,,,,,1 bình luậ,2368186346757825,/story.php?story_fbid=2368186346757825&id=1778473862395746
TripZilla Vietnam,,2019-09-23 20:02:00,Xách balo lên và đi thôi nào các bạn 🤟,691,673,2,16,,,,3 bình luậ,2364616130448180,/story.php?story_fbid=2364616130448180&id=1778473862395746
TripZilla Vietnam,,2019-09-22 19:37:00,Nơi nào cũng lạ lẫm và hấp dẫn cả 😱,6,6,,,,,,Bình luậ,2364614517115008,/story.php?story_fbid=2364614517115008&id=1778473862395746
TripZilla Vietnam,,2019-09-22 12:38:00,Quá ư là lãng mạn 🥰,45,38,,7,,,,Bình luậ,2364615107114949,/story.php?story_fbid=2364615107114949&id=1778473862395746
TripZilla Vietnam,,2019-09-21 19:38:00,Không nên bỏ lỡ điểm nào nếu bạn có dịp qua Hàn Quốc nhé,110,102,1,7,,,,Bình luậ,2363919217184538,/story.php?story_fbid=2363919217184538&id=1778473862395746
TripZilla Vietnam,,2019-09-21 12:30:00,Không nên thử ở nhà nhé 😆,41,25,16,,,,,Bình luậ,2364611090448684,/story.php?story_fbid=2364611090448684&id=1778473862395746
TripZilla Vietnam,,2019-09-21 08:31:00,Thích là nhích thôi nhỉ 😉,11,11,,,,,,Bình luậ,2364611807115279,/story.php?story_fbid=2364611807115279&id=1778473862395746
TripZilla Vietnam,,2019-09-20 19:37:01,"Hãy lên danh sách các thứ sẽ mua trước khi đi du lịch, bạn sẽ tiết kiệm được khối thời gian đấy ;)",3,3,,,,,,Bình luậ,2363918733851253,/story.php?story_fbid=2363918733851253&id=1778473862395746
TripZilla Vietnam,,2019-09-20 12:28:00,"Đi du lịch nhiều mới phát hiện ra, đồ ăn Việt Nam là số 1 👍",10,10,,,,,,Bình luậ,2364610430448750,/story.php?story_fbid=2364610430448750&id=1778473862395746
TripZilla Vietnam,,2019-09-19 19:50:00,Cùng tìm hiểu a-z xứ sở của các oppa nhé 😍,3,3,,,,,,Bình luậ,2363918113851315,/story.php?story_fbid=2363918113851315&id=1778473862395746
TripZilla Vietnam,,2019-09-19 12:39:00,Một cảm giác rất là Yomossst :)),41,29,12,,,,,Bình luậ,2363919893851137,/story.php?story_fbid=2363919893851137&id=1778473862395746
TripZilla Vietnam,,2019-09-18 18:55:00,Dành cho các cặp đang yêu nhau nhé 😉,5,5,,,,,,Bình luậ,2363917517184708,/story.php?story_fbid=2363917517184708&id=1778473862395746
TripZilla Vietnam,,2019-09-18 09:36:07,Chỉ dân cắm trại mới hiểu 😆,52,34,18,,,,,Bình luậ,2363704440539349,/story.php?story_fbid=2363704440539349&id=1778473862395746
TripZilla Vietnam,,2019-09-17 13:20:48,Cùng cho vào danh sách du lịch của mình nào ;),250,244,2,4,,,,Bình luậ,2363109073932219,/story.php?story_fbid=2363109073932219&id=1778473862395746
TripZilla Vietnam,,2019-09-17 08:57:10,"Khi đứa bạn nói ""Để chừng nào có tiền mình trả nhé"" và thấy nó check in ở resort 😂",44,23,20,,,1,,2 bình luậ,2362991647277295,/story.php?story_fbid=2362991647277295&id=1778473862395746
TripZilla Vietnam,,2019-09-16 20:00:03,Ai chỉ dùm Ad biển báo như vầy nghĩa là gì :) Photo by Bruce Warrington,32,20,11,,,1,,3 bình luậ,2362386550671138,/story.php?story_fbid=2362386550671138&id=1778473862395746
TripZilla Vietnam,,2019-09-16 09:13:50,Dẫn boss đi du lịch và cái kết 😆,8,8,,,,,,Bình luậ,2362306217345838,/story.php?story_fbid=2362306217345838&id=1778473862395746
TripZilla Vietnam,,2019-09-15 20:00:01,Đẳng Cấp Rich Baby :) Photo by Valeria Zoncoll,5,4,1,,,,,Bình luậ,2361714737404986,/story.php?story_fbid=2361714737404986&id=1778473862395746
TripZilla Vietnam,,2019-09-14 20:00:02,Châu Âu tràn ngập điều bất ngờ thú vị.~ Photo by Tina Bosse,12,11,1,,,,,Bình luậ,2360884990821294,/story.php?story_fbid=2360884990821294&id=1778473862395746
TripZilla Vietnam,,2019-09-13 20:00:04,TRÊN ĐƯỜNG DU LỊCH CÓ NHỮNG KHOẢNH KHẮC KHÓ QUÊN... Photo by Robin Noguier,9,7,2,,,,,Bình luậ,2360229377553522,/story.php?story_fbid=2360229377553522&id=1778473862395746
TripZilla Vietnam,,2019-09-13 12:10:00,"Chắc hẳn các bạn đã từng du lịch Malaysia sẽ biết là kiếm được quán ăn ngon bên đó không hề dễ, hãy cũng Tripzilla điểm qua những nhà hàng được đánh giá cao nhé ;)",4,4,,,,,,Bình luậ,2359584220951371,/story.php?story_fbid=2359584220951371&id=1778473862395746
TripZilla Vietnam,,2019-09-13 09:41:36,Hãy viết tắt tên người bạn muốn được rủ đi cùng dưới đây và chờ kết quả nào 😍,10,8,1,1,,,,Bình luậ,2360106737565786,/story.php?story_fbid=2360106737565786&id=1778473862395746
TripZilla Vietnam,,2019-09-12 20:00:02,~ Graffiti nhỏ xinh ở Tokyo ~ Photo by Matthieu Bühler,16,13,1,2,,,,Bình luậ,2359431364299990,/story.php?story_fbid=2359431364299990&id=1778473862395746
TripZilla Vietnam,,2019-09-11 20:00:01,Pháp - Xứ sở của sự lãng mạn quá đà :)) Photo by Sweet Ice Cream Photography,8,8,,,,,,Bình luậ,2358695441040249,/story.php?story_fbid=2358695441040249&id=1778473862395746
TripZilla Vietnam,,2019-09-10 20:00:02,Đố bạn biển báo này ở đâu (gợi ý nhỏ của Ad là 1 thành phố ở Ý nha). Photo by Belinda Fewings,9,8,,,1,,,2 bình luậ,2358045224438604,/story.php?story_fbid=2358045224438604&id=1778473862395746
TripZilla Vietnam,,2019-09-10 13:47:22,Ăn sập Singapore trước khi về nhé các bạn ;),2,1,,1,,,,Bình luậ,2358062777770182,/story.php?story_fbid=2358062777770182&id=1778473862395746
TripZilla Vietnam,,2019-09-09 20:00:01,Nhìn dzậy chứ không phải dzậy!,8,8,,,,,,Bình luậ,2357344901175303,/story.php?story_fbid=2357344901175303&id=1778473862395746
